pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
57410001,574100,1,1,1,12,1,3,1,44,5,2,7,1,1,2,1,3,7,1,6,6,6,6,4,4,4,4,4,5,4,4,5,4,3,4,3,4,3,3,3,4,4,4,4,3,1,1,1,1,3.238095238,5,5,5,4,4,5,4,4,4,3,4,3,3,3,4,4,4,4,4,3,1,1,1,1,1,3.36,3,3,1,3,1,3,3,3,1,1,33
57410002,574100,2,1,1,12,1,3,2,46,4,2,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,4,4,3,4,4,4,3,1,1,1,1,1,4,4,3,2,1,1,1,1,1,2.333333333,4,5,4,4,4,3,3,2,1,1,1,1,1,1,4,3,3,3,3,1,1,1,1,1,1,2.28,3,3,1,3,1,3,3,3,1,1,33
57410003,574100,3,1,1,12,1,3,1,11,2,1,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,4,4,5,4,4,3,4,4,1,1,1,1,4,4,4,3,3,1,1,1,1,2.761904762,5,4,4,4,4,4,3,3,3,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,2.52, , , , , , , , , , ,#VALUE!
57420001,574200,1,1,1,12,1,3,1,62,4,2,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,3,4,3,2,3,4,4,3,3,2,3,4,3,3,3,1,1,1,1,1,2.666666667,3,4,4,5,4,3,4,4,4,3,2,3,2,2,3,2,2,2,1,1,1,1,1,1,1,2.52,4,4,1,3,1,3,3,3,1,1,35
57420002,574200,2,1,1,12,1,3,2,57,4,2,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,4,3,4,4,4,3,3,4,3,4,3,3,4,3,3,3,1,1,1,1,1,2.857142857,4,5,5,5,4,4,4,4,3,3,3,4,3,3,3,4,4,3,1,1,1,1,1,1,1,3,3,4,1,3,1,3,3,3,1,1,34
57420004,574200,4,1,1,12,1,3,1,30,5,1,7,1,1,2,1,4,6,1,6,6,6,6,4,4,4,4,4,4,5,4,4,3,4,4,4,4,3,4,3,5,4,4,4,2,1,1,1,1,3.285714286,5,5,5,4,5,4,4,4,4,4,3,4,3,4,5,4,4,4,1,1,1,1,1,1,1,3.28,4,3,1,3,1,4,3,3,1,1,35
57430001,574300,1,1,1,12,1,3,1,72,3,2,5,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,2.12,3,3,1,3,1,3,3,3,1,1,33
57430002,574300,2,1,1,12,1,3,2,69,4,2,2,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,4,4,4,3,3,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1.952380952,5,4,5,4,4,4,3,3,3,3,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2.28,3,3,1,3,1,3,3,3,1,1,33
57430003,574300,3,1,1,12,1,3,1,40,5,1,7,1,1,2,1,4,6,1,6,6,6,6,4,4,4,4,4,4,5,5,4,4,3,4,4,4,5,4,5,4,4,4,3,3,3,1,1,1,3.571428571,5,4,4,5,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,3,1,1,1,1,1,3.4,3,3,1,3,1,3,3,3,1,1,33
57460001,574600,1,1,1,12,1,3,1,45,5,2,7,1,1,2,1,3,7,1,6,6,6,6,4,4,4,4,4,4,5,5,4,4,4,3,4,4,3,4,3,5,4,4,3,4,3,1,1,1,3.476190476,5,4,4,5,4,4,3,4,3,2,3,4,4,4,5,4,4,3,3,3,3,1,1,1,1,3.28,4,3,1,4,1,3,3,3,1,1,35
57460002,574600,2,1,1,12,1,3,2,43,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,5,4,3,4,3,1,3,3,1,1,4,4,4,3,3,1,1,1,1,2.761904762,4,5,5,4,4,4,4,4,3,1,3,3,1,1,4,4,4,3,4,1,3,1,1,1,1,2.92,4,3,1,3,1,3,3,3,1,1,34
57460003,574600,3,1,1,12,1,3,2,16,4,1,1,2, ,2,1,4,6,1,5,6,5,6,5,4,5,4,4.5,3,4,4,3,4,3,4,3,1,3,2,2,4,4,3,3,3,1,1,1,1,2.714285714,4,5,5,4,4,4,3,4,3,3,1,3,2,2,4,4,4,4,4,3,3,1,3,1,1,3.16,4,3,1,3,1,3,3,3,1,1,34
57460004,574600,4,1,1,12,1,3,1,12,2,1,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,3,4,4,3,4,1,1,1,1,4,4,3,3,3,1,1,1,1,2.619047619,4,5,5,4,4,4,4,4,4,3,1,1,1,1,4,5,4,4,4,3,3,1,1,1,1,3.04, , , , , , , , , , ,#VALUE!
57470001,574700,1,1,1,12,1,3,1,62,4,2,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,3,4,4,4,3,3,4,2,3,3,3,4,4,3,3,2,1,1,1,1,2.857142857,5,4,4,4,5,4,3,4,3,4,3,3,3,2,3,4,3,3,3,2,1,1,1,1,1,2.96,4,4,1,4,1,4,3,3,1,1,37
57470002,574700,2,1,1,12,1,3,2,57,4,2,1,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,4,4,3,4,3,3,3,4,1,3,2,2,3,3,3,3,1,1,1,1,1,2.523809524,4,5,4,4,4,3,4,3,3,2,1,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2.76,3,4,1,3,1,4,3,3,1,1,35
57470004,574700,4,1,1,12,1,3,2,25,5,1,6,1,1,2,1,4,6,1,7,9,9,9,3,1,1,1,1.5,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,1,1,1,3.238095238,5,4,4,5,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,3,1,1,1,1,1,3.48,4,3,1,3,1,3,3,3,1,1,34
57480001,574800,1,1,1,12,1,3,1,63,4,2,7,1,3,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,4,3,4,3,4,3,3,4,3,4,4,3,2,3,1,1,1,1,2.952380952,4,3,4,5,5,4,4,5,4,3,4,4,3,2,4,4,4,3,1,1,3,1,1,1,1,3.12,4,3,1,3,1,3,3,3,1,1,34
57480002,574800,2,1,1,12,1,3,2,60,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,3,4,4,1,1,4,3,1,1,4,4,3,3,3,1,1,1,1,2.19047619,4,5,4,5,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,1,3,1,1,1,1,3.08,3,4,1,4,1,3,3,3,1,1,35
57480003,574800,3,1,1,12,1,3,1,32,5,1,7,1,1,2,1,4,6,1,5,5,6,6,5,5,4,4,4.5,5,4,4,5,5,4,4,4,5,4,4,4,5,5,4,5,4,3,3,3,3,4.142857143,5,4,5,5,4,4,3,4,4,4,4,4,4,3,5,4,4,4,3,3,3,3,3,2,3,3.76,4,3,1,4,1,3,3,3,1,1,35
57500001,575000,1,1,1,12,1,3,1,49,5,2,7,1,1,2,1,4,6,1,6,6,6,6,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,4,4,3,3,1,1,1,1,3.380952381,4,5,5,4,5,5,4,4,4,3,3,4,3,4,4,5,4,4,4,1,1,1,1,1,1,3.36,3,4,1,3,1,4,3,1,1,1,37
57500002,575000,2,1,1,12,1,3,2,45,4,2,1,2, ,2,1,4,6,1,8,8,9,7,2,2,1,3,2,4,3,4,5,5,4,3,3,4,3,3,3,4,4,3,2,2,1,1,1,1,3,5,5,4,4,4,5,4,3,4,3,3,4,3,4,4,3,3,3,3,1,1,1,1,1,1,3.08,3,3,1,3,1,3,3,3,1,1,33
57500003,575000,3,1,1,12,1,3,2,15,3,1,1,2, ,2,1,3,7,1,8,9,9,9,2,1,1,1,1.25,4,3,4,3,3,2,2,2,1,4,4,3,4,4,4,4,3,1,1,1,1,2.761904762,4,4,4,4,4,3,4,3,3,3,1,2,4,3,4,4,3,3,3,1,1,1,1,1,1,2.76,3,3,1,3,1,3,3,3,1,1,33
57510001,575100,1,1,1,5,1,1,2,37,5,1,8,1,1,2,1,2,8,1,1,4,7,7,9,6,3,3,5.25,4,4,5,5,4,4,3,3,4,4,4,5,4,4,5,3,4,4,5,4,4,4.095238095,4,4,4,5,5,5,4,4,4,5,5,4,3,4,4,4,3,5,4,4,4,3,5,4,4,4.16,3,4,1,4,1,4,4,3,1,1,37
57520001,575200,1,1,1,12,1,2,1,58,5,2,10,1,1,2,1,1,9,1,4,4,4,6,6,6,6,4,5.5,4,5,5,4,4,4,3,3,4,4,3,4,3,3,3,5,4,4,3,4,4,3.80952381,4,5,5,3,4,4,3,3,3,4,4,4,3,3,5,5,4,4,3,3,4,5,4,4,4,3.88,3,4,1,3,2,3,3,2,1,1,34
57520002,575200,2,1,1,12,1,2,2,55,5,2,10,1,1,2,1,1,9,1,4,4,4,5,6,6,6,5,5.75,4,4,5,5,4,5,3,4,4,4,3,3,3,4,4,4,5,5,4,4,3,4,4,4,4,3,3,4,4,5,5,4,4,3,3,3,3,4,4,3,5,4,4,3,3,4,4,3.76,4,3,1,3,2,3,3,2,1,1,34
57530001,575300,1,1,1,12,1,2,1,55,5,2,13,1,2,2,1,2,8,1,8,8,9,8,2,2,1,2,1.75,2,3,2,3,4,4,2,3,4,4,2,2,3,3,3,3,3,1,2,2,1,2.666666667,3,3,3,4,3,2,3,3,4,4,4,3,3,2,3,3,3,3,3,3,4,3,1,2,1,2.92,4,4,1,4,1,3,4,2,1,2,37
57530002,575300,2,1,1,12,1,2,2,54,4,2,7,1,1,2,1,1,9,1,7,6,8,6,3,4,2,4,3.25,2,3,2,3,4,4,1,3,4,4,2,2,3,3,3,3,3,1,1,1,1,2.523809524,5,5,5,4,4,4,3,3,4,2,4,4,3,2,3,3,3,3,4,3,1,2,2,3,1,3.2,4,4,2,3,1,3,4,1,1,1,37
57550001,575500,1,1,1,12,1,3,1,50,5,2,11,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,2,2,2,3,3,1,1,1,2,2,4,4,4,4,2,3,4,2,1,2.619047619,4,4,4,4,4,5,3,2,4,3,2,1,4,3,4,4,2,2,2,1,3,1,2,4,4,3.04,3,4,1,3,2,4,4,1,2,1,36
57550002,575500,2,1,1,12,1,3,2,45,4,2,10,1,1,2,1,1,9,1,1,7,9,5,9,3,1,5,4.5,2,3,3,2,4,3,3,2,2,3,2,2,4,4,2,2,3,2,2,1,1,2.476190476,4,5,5,3,4,3,4,4,5,3,4,4,3,3,4,4,1,1,2,1,3,3,2,3,3,3.24,4,4,1,3,1,4,4,1,1,1,39
57550003,575500,3,1,1,12,1,3,2,20,5,1,1,2, ,2,1,1,9,1,1,5,7,3,9,5,3,7,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,4.88,4,3,1,4,2,4,4,2,2,1,36
57550004,575500,4,1,1,12,1,3,1,15,3,1,1,2, ,2,1,1,9,1,4,4,5,5,6,6,5,5,5.5,4,4,5,5,4,4,4,3,3,5,5,4,4,4,3,5,4,4,3,4,4,4.047619048,4,4,5,5,5,5,4,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,5,5,5,4.56,3,4,1,4,2,4,4,3,1,1,36
57560001,575600,1,1,1,12,1,2,1,55,5,2,11,1,1,1,1,4,6,1,4,4,4,4,6,6,6,6,6,3,4,4,3,4,4,5,4,4,4,3,3,4,4,3,3,4,4,4,3,3,3.666666667,5,5,5,4,4,4,5,5,4,4,4,5,4,4,3,4,4,3,3,3,3,4,4,3,4,4,3,4,1,4,2,3,3,3,1,2,33
57560002,575600,2,1,1,12,1,2,2,53,5,2,5,1,1,2,1,3,7,1,1,4,4,4,9,6,6,6,6.75,4,4,5,5,4,4,4,5,3,3,4,4,3,3,2,3,4,3,3,3,4,3.666666667,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,4,3,4,4,3,4,4,4,3,4,4.16,3,4,1,3,2,3,3,2,1,1,34
57580001,575800,1,1,1,12,1,2,1,66,4,2,10,1,3,2,1,1,9,2, , , , ,0,0,0,0,0,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2.285714286,4,4,5,4,5,3,4,4,3,3,4,4,3,4,4,3,3,3,4,3,5,5,3,4,5,3.84,3,3,1,3,1,4,4,1,1,1,37
57580002,575800,2,1,1,12,1,2,2,58,4,2,1,2, ,2,1,5,5,1,7,7,7,7,3,3,3,3,3,3,4,2,2,1,2,3,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2.380952381,5,4,3,3,4,3,2,2,3,2,2,2,3,3,2,2,2,1,2,3,3,2,2,3,2,2.6,4,3,1,2,1,3,3,3,1,1,33
57590001,575900,1,1,1,12,1,2,1,83,4,2,5,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1.285714286,3,3,3,4,3,4,4,2,3,2,1,1,1,1,3,3,1,1,4,1,1,1,1,3,3,2.28,4,3,1,2,1,3,3,2,1,1,34
57590002,575900,2,1,1,12,1,2,2,83,3,2,1,2, ,1,1,2,8,2, , , , ,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,3,3,3,3,3,4,2,2,2,2,1,1,1,3,3,2,1,1,4,1,1,1,1,3,3,2.16,3,4,1,4,2,3,3,1,1,1,36
57600001,576000,1,1,1,12,1,2,1,71,4,2,6,1,1,1,1,1,9,1,5,6,9,6,5,4,1,4,3.5,2,2,1,2,2,3,2,1,1,2,1,3,3,2,3,3,2,2,3,2,2,2.095238095,4,4,4,5,5,3,4,4,2,3,1,1,3,3,4,4,2,3,3,4,4,4,2,2,3,3.24,3,4,1,3,1,4,4,2,2,2,35
57600002,576000,2,1,1,12,1,2,2,64,4,2,1,2, ,1,1,8,2,2, , , , ,0,0,0,0,0,3,4,4,3,3,3,4,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,3.24,2,3,3,3,2,2,3,3,3,3,24
57620001,576200,1,1,1,12,1,1,1,55,5,4,11,1,1,2,1,1,9,1,6,6,7,4,4,4,3,6,4.25,4,4,3,3,3,5,5,4,5,3,4,4,4,3,3,3,4,4,4,3,3,3.714285714,4,4,4,3,3,4,5,5,4,4,3,3,4,4,4,5,5,3,4,4,3,3,4,4,4,3.88,3,3,1,3,1,3,3,2,1,1,34
57630001,576300,1,1,1,12,1,2,1,40,4,2,9,1,2,2,1,5,5,1,6,6,6,6,4,4,4,4,4,4,4,5,3,4,5,5,4,5,4,4,4,5,4,5,5,4,4,4,5,4,4.333333333,4,5,4,5,5,4,4,5,3,4,3,3,5,5,5,5,4,5,4,4,4,5,5,4,4,4.32,4,4,2,3,1,4,4,1,2,1,37
57630002,576300,2,1,1,12,1,2,2,37,5,2,9,1,1,1,1,1,9,1,6,6,7,8,4,4,3,2,3.25,4,5,5,4,5,3,4,4,5,4,5,5,4,4,5,5,5,5,4,4,4,4.428571429,5,5,3,4,5,4,4,5,4,5,4,4,4,5,5,5,5,4,4,5,4,4,5,5,4,4.44,4,4,1,4,2,4,4,2,1,2,37
57650001,576500,1,1,1,12,1,2,1,44,5,2,12,1,1,2,1,1,9,1,2,5,9,5,8,5,1,5,4.75,4,4,5,4,4,5,5,4,5,5,4,3,5,5,5,5,4,5,4,4,5,4.476190476,4,4,4,4,4,5,5,4,5,4,4,3,4,5,5,4,5,5,5,3,3,4,4,5,5,4.28,3,4,2,4,1,4,4,2,2,2,35
57650002,576500,2,1,1,12,1,2,2,44,4,2,7,1,1,2,1,1,9,1,1,7,7,2,9,3,3,8,5.75,4,4,5,4,5,4,4,4,5,5,3,4,4,5,5,5,4,5,4,4,4,4.333333333,5,5,4,4,5,4,4,4,5,5,3,4,4,5,5,4,4,5,4,5,5,3,4,3,4,4.28,4,4,1,3,1,4,3,1,1,1,38
57660001,576600,1,1,1,12,1,3,1,44,5,2,10,1,1,2,1,3,7,1,5,5,7,7,5,5,3,3,4,4,4,3,3,4,4,3,4,5,5,4,4,3,4,3,4,5,4,4,4,4,3.904761905,4,4,5,5,5,4,4,4,4,5,5,4,4,5,3,4,4,3,4,4,4,5,5,4,4,4.24,3,4,2,3,1,3,3,4,1,1,32
57660002,576600,2,1,1,12,1,3,2,36,4,2,7,1,1,2,1,4,6,1,2,4,4,4,8,6,6,6,6.5,4,5,5,4,4,3,4,4,3,5,5,5,4,4,4,3,3,4,4,5,4,4.095238095,3,3,4,4,4,3,4,5,4,4,3,3,4,4,4,5,5,4,5,4,3,4,4,4,3,3.88,3,4,1,3,2,4,3,3,2,2,32
57660003,576600,3,1,1,12,1,3,1,10,2,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,4,5,5,4,4,4,3,3,2,2,2,2,5,4,5,4,4,4,3,4,4,3.666666667,4,5,5,5,4,4,4,3,4,5,1,2,1,1,3,4,4,4,4,3,4,4,4,5,4,3.64, , , , , , , , , , ,#VALUE!
57660004,576600,4,1,1,12,1,3,1,14,3,1,1,2, ,2,1,3,7,1,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,2,2,2,2,5,5,4,4,4,3,4,4,5,3.857142857,4,4,4,5,5,3,4,4,3,3,1,1,1,1,5,5,5,4,3,4,3,4,4,4,4,3.52,4,3,1,3,2,4,3,3,1,2,33
57660005,576600,5,1,1,12,1,3,2,12,2,1,1,2, ,2,1,1,9,1,1,1,3,3,9,9,7,7,8,3,4,5,4,4,3,4,4,2,2,2,2,4,4,3,3,5,4,4,4,3,3.476190476,4,5,5,5,4,4,4,5,4,5,2,2,2,2,4,5,5,4,4,4,3,3,4,4,4,3.88, , , , , , , , , , ,#VALUE!
57670001,576700,1,1,1,12,1,3,1,44,5,2,11,1,1,2,1,1,9,1,6,7,9,6,4,3,1,4,3,4,4,3,4,4,5,4,4,5,5,3,4,5,5,4,5,4,4,5,4,5,4.285714286,4,4,5,5,5,3,4,4,5,4,5,5,3,4,5,4,4,4,3,3,4,3,5,5,5,4.2,4,4,1,4,1,3,4,2,1,2,37
57670004,576700,4,1,1,12,1,3,2,12,2,1,1,2, ,2,1,1,9,1,2,7,8,4,8,3,2,6,4.75,3,3,4,4,3,4,3,4,1,1,4,3,4,4,4,4,3,4,2,3,2,3.19047619,4,4,5,4,5,3,3,4,3,4,1,1,4,4,4,3,4,4,3,2,3,3,1,4,4,3.36, , , , , , , , , , ,#VALUE!
57680001,576800,1,1,1,12,1,2,1,71,3,2,7,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,2,2,1,2,1,1,2,3,1,1,2,2,3,2,3,2,1,2,1,1,2,1.761904762,4,4,3,4,4,2,3,2,3,1,2,1,1,1,3,2,2,3,3,2,3,3,2,2,1,2.44,3,4,1,4,1,3,3,1,1,1,37
57680002,576800,2,1,1,12,1,2,2,65,4,2,6,1,1,2,1,2,8,1,2,5,9,5,8,5,1,5,4.75,2,2,3,1,2,3,3,1,1,1,1,2,1,1,1,1,3,3,2,2,2,1.80952381,4,4,4,4,4,3,4,2,2,3,1,1,3,2,3,2,2,2,4,3,1,1,1,4,5,2.76,3,3,1,3,1,4,4,1,1,1,37
57700001,577000,1,1,1,12,1,2,1,65,5,2,8,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,2,2,1,2,3,2,2,4,2,1,2,2,3,3,2,1,2,1,1,1,1,1.904761905,4,3,3,4,4,2,3,1,2,1,2,1,1,1,3,2,3,4,3,2,3,1,2,2,1,2.32,4,4,1,4,1,3,3,1,1,1,38
57700002,577000,2,1,1,12,1,2,2,59,4,2,1,2, ,2,1,1,9,1,5,5,5,5,5,5,5,5,5,2,2,3,3,2,3,2,2,1,2,1,1,3,4,2,2,4,3,3,1,1,2.238095238,4,4,4,3,4,2,2,3,3,3,1,1,3,2,3,3,4,4,3,3,4,4,4,3,3,3.08,4,3,1,4,1,4,4,2,1,1,38
57730001,577300,1,1,1,12,1,3,1,63,4,2,7,1,3,2,1,5,5,1,4,4,4,4,6,6,6,6,6,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4.761904762,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,5,4,3,2,4.52,3,3,4,3,2,1,1,2,2,2,24
57730002,577300,2,1,1,12,1,3,2,60,4,2,1,2, ,2,1,5,5,1,4,4,4,4,6,6,6,6,6,4,5,4,4,3,5,5,5,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,5,5,3,4,4,4,3,4,5,5,5,4,4,4,5,5,4,4,4,3,4,3,2,2,3.96,3,4,3,3,2,3,3,3,2,1,30
57730003,577300,3,1,1,12,1,3,2,25,5,1,7,1,1,2,1,5,5,1,4,4,4,4,6,6,6,6,6,5,4,4,5,5,4,4,4,4,3,4,5,5,5,5,5,4,4,4,4,4,4.333333333,4,5,5,4,4,5,5,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3.88,3,3,3,2,2,3,4,3,2,2,28
57730004,577300,4,1,1,12,1,3,1,22,5,1,1,2, ,2,1,1,9,1,1,4,4,4,9,6,6,6,6.75,4,5,5,4,4,5,4,5,5,5,5,5,4,4,4,4,5,3,4,4,4,4.380952381,4,5,5,5,4,5,5,4,5,4,5,5,5,4,4,4,4,4,4,3,3,3,2,1,1,3.92,3,3,4,4,3,3,3,2,1,1,30
57750001,577500,1,1,1,12,1,3,1,67,5,2,9,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,4,5,4,4,5,5,5,5,4,4,4,4,5,5,4,4,4,5,5,4,4,4.428571429,4,5,5,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,3,4,4,4,4,3,3,4.32,3,4,1,3,2,3,3,3,1,2,32
57750002,577500,2,1,1,12,1,3,2,65,5,2,7,1,2,2,1,6,4,2, , , , ,0,0,0,0,0,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,4,5,5,4,4,4.619047619,5,5,4,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,3,3,4.52,3,3,1,4,2,3,3,3,2,1,32
57760001,577600,1,1,1,12,1,3,1,51,5,2,9,1,1,2,1,6,4,1,4,4,4,4,6,6,6,6,6,4,5,5,3,4,4,4,3,4,5,3,4,4,3,4,4,5,4,3,3,3,3.857142857,4,4,3,3,4,4,5,3,4,3,4,4,3,4,3,3,3,3,2,2,3,3,2,2,2,3.2,3,3,1,3,2,4,3,3,1,1,33
57760002,577600,2,1,1,12,1,3,2,47,4,2,1,2, ,2,1,6,4,2, , , , ,0,0,0,0,0,3,4,4,3,5,3,4,4,4,3,3,4,4,4,3,3,4,4,3,4,4,3.666666667,4,5,5,4,3,4,4,4,4,3,4,3,3,2,4,4,3,4,2,2,3,2,2,2,2,3.28,3,2,3,3,3,3,3,2,2,1,28
57780001,577800,1,1,1,12,1,1,2,72,2,3,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28,3,3,2,3,2,3,3,3,1,2,30
57800001,578000,1,1,1,12,1,3,1,75,4,2,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,3,2,3,2,3,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2.047619048,4,5,5,4,4,3,2,3,3,1,1,1,2,1,2,2,1,1,2,1,3,2,2,1,1,2.28,3,3,3,2,2,3,3,3,2,2,27
57800002,578000,2,1,1,12,1,3,2,74,4,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.52,3,3,2,2,3,2,2,2,2,1,27
57820001,578200,1,1,1,12,1,2,2,75,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,2,2,3,2,3,3,3,2,2,2,25
57820002,578200,2,1,1,12,1,2,1,48,4,1,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,4,3,4,4,5,5,3,4,4,4,3,3,4,4,4,3,3,4,4,3.761904762,5,5,5,5,5,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,2,1,1,3.68,3,2,2,3,3,2,3,3,3,3,24
57840001,578400,1,1,1,12,1,1,1,75,3,3,5,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1.619047619,3,4,4,3,3,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,2.04,3,3,2,2,2,3,3,3,2,2,28
57860001,578600,1,1,1,12,1,2,1,86,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,3,2,2,25
57860002,578600,2,1,1,12,1,2,2,83,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,3,3,2,2,3,3,3,3,2,2,27
57870001,578700,1,1,1,12,1,2,1,79,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.285714286,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.72,3,3,1,2,3,3,3,3,1,1,30
57870002,578700,2,1,1,12,1,2,2,75,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1.523809524,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,3,3,3,2,26
