pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
380002,3800,2,1,1,9,1,3,2,42,6,2,8,1,1,2,1,5,5,1,8,9,6,6,2,1,4,4,2.75,4,4,5,5,4,3,4,4,4,5,4,4,4,4,3,5,5,5,4,3,4,4.142857143,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,5,4,3,3,4,4,3,3,4,3,3.96,3,3,3,3,2,3,3,3,2,2,28
390001,3900,1,1,1,4,1,3,2,53,4,2,1,2, ,1,2, ,0,1,2,9,9,9,8,1,1,1,2.75,3,3,3,4,4,4,4,3,4,4,4,4,5,5,5,5,2,2,4,1,3,3.619047619,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,5,3,3,3,3,4.44,3,3,1,3,2,3,2,3,1,1,31
390002,3900,2,1,1,4,1,3,2,27,5,1,6,1,1,1,1,5,5,1,1,2,8,2,9,8,2,8,6.75,4,5,1,5,5,5,4,5,4,5,5,3,5,5,5,5,5,5,5,5,2,4.428571429,5,5,5,5,5,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,5,4,3,3,3,4.56,4,4,1,4,1,4,2,3,2,1,35
390003,3900,3,1,1,4,1,3,1,24,5,1,1,2, ,1,1,2,8,1,4,9,9,9,6,1,1,1,2.25,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.96,3,3,1,3,2,3,2,3,1,1,31
390004,3900,4,1,1,4,1,3,1,54,5,2,18,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,3,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92,2,2,3,2,2,2,2,2,3,3,22
400001,4000,1,1,1,4,1,2,1,64,4,2,6,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,2,3,1,1,3,3,2,2,2,2,2,1,1,1,1,1,1,1.571428571,5,5,5,5,4,2,2,2,3,3,3,3,3,2,3,2,1,1,3,1,3,1,1,1,1,2.6,3,2,1,3,2,2,2,2,1,1,30
400002,4000,2,1,1,4,1,2,2,60,3,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,2,2,1,1,1,2,1,1,4,3,3,3,3,3,1,1,1,1,1,1,1,1.761904762,5,5,5,5,5,3,3,3,3,2,4,4,3,3,3,3,1,1,3,1,3,1,1,1,1,2.88,3,2,1,2,2,3,2,2,1,1,30
410002,4100,2,1,1,4,1,2,2,56,4,4,3,1,1,1,1,3,7,2, , , , ,0,0,0,0,0,3,4,3,3,3,4,3,3,5,4,3,3,4,4,2,2,2,1,1,1,1,2.80952381,5,5,5,5,5,5,3,3,4,4,5,5,3,3,4,4,2,2,4,2,4,2,2,1,1,3.52,3,1,2,2,3,1,1,3,1,1,23
410003,4100,3,1,1,4,1,2,2,17,4,1,1,2, ,1,1,1,9,1,2,9,9,9,8,1,1,1,2.75,5,5,5,5,5,5,5,3,4,5,3,3,4,4,4,4,4,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,5,5,5,5,4,4,4,3,3,3,4.44,2,2,2,2,2,2,2,2,2,2,25
420001,4200,1,1,1,4,1,3,1,41,4,2,7,1,1,1,1,1,9,1,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,4,3,3,3,5,5,5,5,4,3,3,3,3,3.571428571,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,3,3,3,3,3,3,4.24,2,2,2,2,2,2,2,2,2,2,25
420002,4200,2,1,1,4,1,3,2,41,4,2,3,1,1,2,1,1,9,1,5,9,9,9,5,1,1,1,2,3,3,3,3,3,4,3,3,5,5,3,3,4,4,4,4,3,3,3,3,3,3.428571429,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,4.6,2,2,2,2,2,2,2,2,2,2,25
420003,4200,3,1,1,4,1,3,1,14,3,1,1,2, ,2,1,5,5,1,4,9,9,9,6,1,1,1,2.25,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3.380952381,5,5,5,5,5,5,5,5,5,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4.52,3,3,1,3,1,3,3,3,1,1,33
420004,4200,4,0,1,4,1,3,1,6,1,1,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.047619048,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04, , , , , , , , , , ,#VALUE!
430001,4300,1,1,1,4,1,3,1,40,4,2,8,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3.904761905,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2,25
430002,4300,2,1,1,4,1,3,2,40,4,2,8,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,2,3.571428571,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3.92,2,2,1,3,2,3,3,2,1,1,31
430003,4300,3,1,1,4,1,3,1,12,2,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,3,3,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.619047619,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2.4, , , , , , , , , , ,#VALUE!
430004,4300,4,1,1,4,1,3,1,10,2,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.44, , , , , , , , , , ,#VALUE!
440001,4400,1,1,1,4,1,3,1,59,5,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,3,4,4,3,4,4,2,2,2,2,2,2,4,4,4,4,3,2,2,1,2,2.857142857,5,5,5,5,5,4,3,4,4,2,2,2,2,2,4,4,4,4,4,2,3,3,2,2,2,3.36,3,3,2,4,2,3,3,2,2,2,31
440002,4400,2,1,1,4,1,3,2,56,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,1,4,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.285714286,4,4,4,4,4,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.88,3,3,2,2,2,3,3,3,2,2,28
440003,4400,3,1,1,4,1,3,2,31,5,1,6,1,1,2,1,4,6,1,3,9,9,9,7,1,1,1,2.5,5,5,4,5,5,5,4,4,5,5,3,3,5,5,5,5,5,3,4,4,3,4.380952381,5,5,5,5,5,5,5,5,5,3,5,5,3,3,5,5,5,5,4,4,4,5,3,4,4,4.48,3,3,2,3,2,3,3,3,2,2,29
440004,4400,4,1,1,4,1,3,2,28,5,1,6,1,1,2,1,3,7,1,1,7,7,1,9,3,3,9,6,5,5,3,5,5,5,4,3,5,5,3,2,5,5,5,5,5,4,5,4,3,4.333333333,5,5,5,5,5,5,5,5,5,4,5,5,3,2,5,5,5,5,5,5,5,5,4,5,4,4.68,3,3,2,2,3,3,3,3,2,3,26
460001,4600,1,1,1,1,1,2,1,49,5,2,9,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,5,4,4,4,4,3.857142857,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,4,5,4,5,4,4,4,4,4,4.28,3,3,1,4,2,3,3,3,1,1,33
460002,4600,2,1,1,1,1,2,2,45,4,2,7,1,1,1,1,6,4,1,7,7,7,7,3,3,3,3,3,3,3,3,4,4,4,3,3,4,5,3,3,3,4,4,4,4,3,4,3,3,3.523809524,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,3,3,3,4.56,4,3,1,3,2,4,3,3,1,1,34
470001,4700,1,1,1,8,1,3,1,59,4,2,8,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,3,2,4,4,4,3,3,3,2,2,1,2,3,2,3,3,3,3,2.666666667,4,4,4,4,4,4,4,3,4,3,2,2,3,3,4,4,4,4,3,3,2,3,2,2,3,3.28,3,3,3,3,2,2,3,2,3,3,26
470002,4700,2,1,1,8,1,3,2,85,2,4,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,1,2,2,3,3,3,2,2,29
470003,4700,3,1,1,8,1,3,2,52,4,2,1,1,4,2,2, ,0,2, , , , ,0,0,0,0,0,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,1,1,1,2,1,2.761904762,4,4,4,4,3,3,3,4,4,4,4,4,3,3,2,3,2,4,4,4,4,4,3,3,3,3.48,2,2,2,3,3,1,2,1,2,2,25
480001,4800,1,1,1,1,1,2,1,81,3,2,4,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.19047619,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.56,2,2,1,2,1,2,2,2,2,2,27
480002,4800,2,1,1,1,1,2,2,75,3,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1.714285714,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.6,2,2,1,1,1,2,1,2,2,2,25
490001,4900,1,1,1,1,1,3,2,57,4,2,10,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,2,5,3,4,4,4,4,4,3,3,4,2,2,2,4,3,4,3,3,3.285714286,4,4,4,4,3,3,3,3,3,4,4,2,3,2,3,3,4,4,2,2,3,3,3,3,3,3.16,3,3,3,3,3,2,2,3,2,3,24
490003,4900,3,1,1,1,1,3,1,26,5,1,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,2,2,3,2,3,2,2,2,2,1,1,2,3,1,2,2,3,3,3,2,3,2.19047619,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3.28,1,1,2,1,2,2,2,3,2,2,21
500001,5000,1,1,1,1,1,1,2,60,4,2,5,1,3,2,1,5,5,1,6,6,6,6,4,4,4,4,4,3,3,3,2,2,3,4,4,3,4,4,4,3,2,4,4,3,2,3,4,3,3.19047619,3,3,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,2,3,3,4,3,3.52,2,2,2,3,3,2,3,3,2,2,25
510001,5100,1,1,1,1,1,1,2,77,2,3,6,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,2,2,2,1,1,2,1,3,2,2,23
520001,5200,1,1,1,1,1,2,1,60,4,2,7,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,2,3,3,3,2,3,3,3,2,2,3,2,2,2,3,2,2,1,2,1,1,2.238095238,4,4,4,3,3,4,4,5,5,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4.12,3,3,3,3,2,2,3,3,2,2,27
520002,5200,2,1,1,1,1,2,2,49,4,2,5,1,1,2,1,6,4,1,2,7,7,5,8,3,3,5,4.75,3,2,4,4,4,3,3,4,3,2,2,1,2,2,2,2,1,2,1,2,2,2.428571429,4,4,4,5,4,5,5,5,4,4,5,4,4,4,2,3,2,1,2,2,2,1,1,1,1,3.16,3,2,2,3,2,2,3,3,2,1,28
530001,5300,1,1,1,1,1,3,1,73,3,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,4,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1.333333333,3,3,4,4,4,2,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,2,2,2,1,1,2,1,2,2,2,24
530002,5300,2,1,1,1,1,3,2,74,3,2,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.285714286,1,1,4,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4,2,2,2,3,3,2,3,2,2,2,26
530003,5300,3,1,1,1,1,3,1,52,4,2,8,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,3,3,3,3,4,5,3,4,3,4,4,4,4,4,4,3,3,4,3,4,3.476190476,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3.72,2,2,1,2,1,3,3,3,2,2,28
530004,5300,4,1,1,1,1,3,2,49,4,2,5,1,1,2,1,2,8,1,5,6,6,6,5,4,4,4,4.25,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,4,2,3,3,3,3.428571429,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3.6,2,2,2,3,3,3,2,2,2,2,26
540001,5400,1,1,1,1,1,3,1,74,3,2,11,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,3,3,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1.619047619,3,3,2,3,3,3,2,2,4,4,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2.84,3,2,2,3,2,3,3,3,3,3,26
540002,5400,2,1,1,1,1,3,2,64,3,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.285714286,3,4,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2.88,2,2,2,2,2,3,2,3,3,3,23
540003,5400,3,1,1,1,1,3,2,33,4,1,5,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,2,2,4,4,4,3,3,4,3,3,3,2,2,3,3,2,2,2,3,3,4,2.904761905,4,4,4,3,3,3,2,3,2,4,4,4,4,4,4,4,3,3,2,3,4,1,2,2,2,3.12,2,2,3,2,3,3,3,3,3,3,22
550001,5500,1,1,1,1,1,3,1,76,2,4,4,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.48,2,2,1,2,1,2,2,1,2,2,28
550002,5500,2,1,1,1,1,3,1,40,4,2,6,1,1,2,1,2,8,1,6,5,6,6,4,5,4,4,4.25,3,2,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3.666666667,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,2,2,3,2,4,4,4,4,4,3.2,2,2,2,3,3,3,3,2,2,2,27
550003,5500,3,1,1,1,1,3,2,38,4,2,7,1,1,2,1,2,8,1,6,6,6,6,4,4,4,4,4,3,3,3,4,4,3,3,2,3,3,2,2,3,2,3,3,2,3,2,2,2,2.714285714,3,3,2,2,4,3,3,2,2,2,3,2,2,4,4,3,3,3,2,2,2,4,4,2,2,2.72,4,3,2,3,2,3,3,2,1,1,33
560001,5600,1,1,1,1,1,2,1,47,5,2,10,1,1,2,1,4,6,1,2,8,9,2,8,2,1,8,4.75,4,4,4,5,4,4,4,5,5,4,4,5,4,4,5,5,4,4,5,4,4,4.333333333,5,4,4,4,5,4,4,5,4,4,4,4,4,4,5,5,5,4,4,5,4,4,5,4,4,4.32,2,3,1,3,3,3,2,2,1,2,29
560002,5600,2,1,1,1,1,2,2,44,4,2,1,2, ,2,1,5,5,1,6,6,6,6,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3.714285714,5,5,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4.32,2,2,1,3,3,3,2,2,2,2,27
570001,5700,1,1,1,1,1,2,1,63,4,2,8,1,1,1,1,2,8,1,6,9,6,6,4,1,4,4,3.25,3,4,4,4,4,3,3,2,3,3,2,2,3,3,2,2,3,2,3,3,3,2.904761905,3,3,2,2,4,3,3,2,2,2,3,3,4,4,3,2,3,2,2,2,2,4,4,4,2,2.8,3,3,1,3,2,3,3,2,2,1,32
570002,5700,2,1,1,1,1,2,2,63,4,2,5,1,1,1,1,2,8,2, , , , ,0,0,0,0,0,3,3,3,4,4,3,2,2,3,3,2,3,2,2,3,3,3,2,2,3,3,2.761904762,3,3,3,2,4,4,3,2,2,3,3,2,4,4,3,3,3,2,2,2,2,4,4,2,2,2.84,4,3,1,2,3,3,2,2,1,1,31
580001,5800,1,1,1,1,1,3,1,77,3,2,9,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,3,4,4,4,3,3,4,4,2,3,4,3,3,4,4,4,3,3,3.380952381,3,3,4,4,4,4,4,3,4,3,4,2,4,3,4,4,4,4,3,4,3,4,3,3,3,3.52,3,2,3,3,3,3,3,2,2,2,27
580002,5800,2,1,1,1,1,3,2,73,3,2,1,2, ,2,2, ,0,1,6,6,6,9,4,4,4,1,3.25,2,3,2,2,4,4,3,2,3,2,1,1,1,1,1,1,2,2,1,1,1,1.904761905,4,4,4,4,3,3,3,4,3,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2.08,3,2,2,3,3,3,3,2,2,1,29
590001,5900,1,1,1,1,1,1,1,46,4,1,8,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,2,2,3,3,3,2,2,3,3,3,4,4,4,3,3,2,3,2,3,3,3,2.857142857,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3.56,2,2,1,3,2,3,2,2,2,2,28
600002,6000,2,1,1,1,1,3,2,59,3,2,5,1,1,2,2, ,0,1,5,9,6,6,5,1,4,4,3.5,3,3,4,3,4,2,3,3,3,3,3,3,2,2,3,3,2,4,3,3,3,2.952380952,3,4,4,4,4,4,4,4,3,3,2,4,3,4,4,4,4,4,4,3,3,2,2,4,4,3.52,3,2,3,2,3,3,3,2,2,2,26
600004,6000,4,0,1,1,1,3,1,29,5,1,7,1,1,2,1,6,4,1,6,6,6,6,4,4,4,4,4,2,2,3,2,5,4,5,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3.619047619,4,5,4,5,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,2,3,3,3.56,3,3,1,2,1,3,3,3,2,2,30
600005,6000,5,1,1,1,1,3,1,25,5,1,1,2, ,2,1,1,9,1,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,3,5,3,4,4,4,4,4,4,4,4.095238095,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,5,4,5,4,4,4,4,4,4,3.96,3,3,1,2,1,3,3,2,2,2,31
610001,6100,1,1,1,1,1,1,2,30,5,1,8,1,1,2,1,6,4,1,6,6,6,6,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3.80952381,4,4,3,3,4,3,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,3,3,2,2,2,30
620001,6200,1,1,1,1,1,1,2,38,5,1,8,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3.714285714,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,3,3,4,4,4,3,3,2,2,2,3,3,2,2,2,29
630001,6300,1,1,1,1,1,3,1,43,5,2,10,1,1,2,1,5,5,1,7,6,7,6,3,4,3,4,3.5,4,4,3,3,3,4,4,4,3,3,3,3,2,3,2,4,3,3,3,3,3,3.19047619,3,4,3,4,4,1,2,1,3,3,1,2,2,2,1,2,3,3,2,2,2,1,1,2,2,2.24,3,3,3,3,3,3,2,2,3,3,25
630002,6300,2,1,1,1,1,3,2,41,4,2,5,1,1,2,1,6,4,1,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,4,4,3,2,3,2,3,3,3,3,2.904761905,4,4,4,3,3,4,3,4,4,4,4,2,2,3,2,2,2,3,3,3,2,2,3,3,3,3.04,3,3,2,3,2,3,3,3,3,3,27
640001,6400,1,1,1,1,1,2,2,58,4,2,8,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,2,4,4,4,2,4,2,2,2,3,3,2,1,2,1,2,2,1,2.19047619,4,4,4,4,3,2,2,4,4,4,4,2,3,2,2,2,2,2,2,1,1,3,2,2,2,2.68,3,3,3,3,3,2,2,1,2,2,27
650002,6500,2,1,1,8,1,3,2,81,2,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.64,2,2,1,2,1,3,3,3,2,2,28
660001,6600,1,1,1,1,1,3,1,59,4,2,11,1,2,2,1,1,9,2, , , , ,0,0,0,0,0,4,4,4,4,4,3,3,3,4,4,2,2,5,5,5,5,3,3,2,4,3,3.619047619,4,3,4,4,4,4,3,3,3,2,4,4,3,3,5,5,5,5,4,4,3,3,4,4,4,3.76,3,3,1,4,2,4,3,4,2,2,31
660002,6600,2,1,1,1,1,3,2,56,5,2,8,1,1,2,1,5,5,1,4,6,6,6,6,4,4,4,4.5,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4.047619048,5,5,5,5,4,4,4,4,3,3,4,4,3,3,5,5,5,5,4,4,3,3,4,4,4,4.08,4,4,1,4,2,4,3,4,2,1,34
660004,6600,4,1,1,1,1,3,1,28,5,1,7,1,1,2,1,3,7,1,4,5,5,4,6,5,5,6,5.5,4,5,5,4,3,4,4,4,5,5,3,3,4,5,4,4,5,5,4,4,4,4.19047619,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,4,4,4,4.72,3,3,1,3,2,4,4,3,2,1,33
670001,6700,1,1,1,1,1,3,1,55,5,2,8,1,1,1,1,1,9,1,3,4,4,4,7,6,6,6,6.25,3,3,2,3,4,3,3,4,4,4,4,3,4,4,5,5,5,4,4,5,5,3.857142857,4,4,5,5,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,5,5,5,4,4,4,4,3,1,2,2,2,3,3,3,2,28
670002,6700,2,1,1,1,1,3,2,53,5,2,1,2, ,1,1,1,9,1,3,4,4,3,7,6,6,7,6.5,5,5,4,5,5,5,5,4,3,5,5,5,5,4,5,4,5,5,5,5,5,4.714285714,5,4,5,5,5,5,5,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4.64,4,4,1,2,1,4,4,3,1,1,36
680002,6800,2,1,1,1,1,2,2,84,4,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1.095238095,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.16,2,2,2,2,2,2,2,2,2,2,25
690001,6900,1,1,1,1,1,3,1,55,6,2,10,1,1,1,1,1,9,1,4,4,4,4,6,6,6,6,6,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,4.80952381,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4.92,3,4,1,4,1,4,4,4,1,1,36
690002,6900,2,1,1,1,1,3,2,52,5,2,6,1,1,1,1,1,9,1,1,6,1,6,9,4,9,4,6.5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4.904761905,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4.88,4,4,1,4,1,4,4,4,2,2,35
700001,7000,1,1,1,1,1,3,1,62,5,2,10,1,1,1,1,3,7,1,5,7,7,7,5,3,3,3,3.5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1.761904762,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3.84,3,3,4,3,3,3,3,4,4,3,22
700002,7000,2,1,1,1,1,3,2,55,4,2,6,1,1,1,1,2,8,1,4,7,7,3,6,3,3,7,4.75,5,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4.047619048,4,5,5,5,5,4,5,4,3,4,4,5,4,5,5,5,5,5,4,4,3,4,4,4,4,4.36,3,3,3,3,3,4,3,3,3,2,27
710001,7100,1,0,1,1,1,3,1,54,5,2,10,1,1,1,1,1,9,1,3,4,4,4,7,6,6,6,6.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3.952380952,4,4,4,4,5,5,5,5,5,4,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4.32,4,3,3,3,3,4,4,4,3,3,27
710002,7100,2,0,1,1,1,3,2,50,4,2,1,2, ,1,1,1,9,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.952380952,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4.8,3,4,4,4,4,3,3,3,2,2,27
710003,7100,3,0,1,1,1,3,2,24,5,1,1,2, ,1,1,1,9,1,4,4,4,6,6,6,6,4,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.952380952,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4.76,3,3,1,4,1,4,4,4,2,2,33
