pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,med_income,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,satis,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10,esteem
65410001,654100,1,1,1,1,1966,55,4,3,5,2,8,325,6,1,3,3,61,2,1,10,4,15,15,30,1,16,10,10,20,1,2, ,6,6,6,6,6,6,5,6,6,7,7,6,2,2,1,1,2,1,1,2,2,1,2,1,1,1,3,3,2,4,2,3,4,2,1,1,29
65410002,654100,2,1,1,2,1968,53,4,3,5,2,1,0,1,1,4,4,61,2,1,10,1,10,10,20,2, , , ,0, ,2, ,6,7,7,6.67,7,7,6,7,7,7,7,6,1,1,2,1,2,2,1,2,2,2,1,1,2,1,4,3,2,3,2,3,3,1,2,1,28
65410003,654100,3,1,1,2,1993,28,5,4,5,1,5,175,4,1,1,1,39,2,1,10,4,30,30,60,1,2,30,30,60,1,1,24,6,7,7,6.67,7,7,7,6,6,7,7,6,2,1,1,1,2,2,1,2,1,2,2,1,1,1,3,3,2,4,2,4,4,2,1,1,30
65410004,654100,4,1,1,1,1995,26,5,4,5,1,1,0,1,2, ,0, ,2,1,10,1,30,30,60,1,2,30,30,60,1,1,24,7,7,7,7,7,6,6,7,7,6,7,7,2,2,1,1,2,2,1,1,2,1,2,2,1,1,4,4,2,4,2,4,3,1,1,1,32
65420001,654200,1,1,1,1,1961,60,4,3,5,2,5,175,4,1,3,3,61,2,1,10,4,5,5,10,1,2,20,20,40,4,2, ,6,7,7,6.67,6,6,6,7,7,7,6,6,1,2,2,1,2,2,2,2,1,1,2,1,2,1,3,3,2,3,1,3,2,1,1,1,28
65420002,654200,2,1,1,2,1963,58,4,3,5,2,5,175,4,1,1,1,32,2,1,10,4,30,30,60,1,12,5,5,10,1,1, ,6,6,6,6,6,7,7,7,6,7,6,6,2,2,1,1,2,2,1,1,2,2,1,2,1,2,4,4,1,4,2,4,4,2,1,2,32
65420004,654200,4,1,1,2,1942,79,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,7,7,6.67,7,7,7,6,7,7,7,7,2,2,1,1,2,2,1,1,2,2,1,1,2,1,3,3,1,3,1,3,3,2,1,1,29
65420005,654200,5,1,1,1,1988,33,4,3,5,1,1,0,1,1,4,4,61,2,1,10,3,30,30,60,1,2,10,10,20,1,1,36,6,6,6,6,7,6,6,7,7,6,6,7,3,2,2,2,2,2,1,2,2,2,1,1,2,1,3,3,2,3,1,3,3,2,1,1,28
65430001,654300,1,1,1,1,1952,69,2,1,5,2,5,175,4,1,1,1,94,1,2, , , , ,0,2, , , ,0, ,2, ,6,7,7,6.67,6,7,7,6,7,7,7,7,2,1,1,1,2,2,1,1,1,2,1,1,2,2,4,4,2,4,2,3,3,2,1,1,30
65430002,654300,2,1,1,2,1954,67,3,2,5,2,5,175,4,1,1,1,94,1,1,10,4,15,15,30,1,12,10,10,20,1,2, ,6,6,6,6,6,6,6,7,7,6,6,6,2,2,1,1,1,2,2,2,1,1,2,2,1,2,3,3,2,3,2,3,3,1,1,1,28
65440001,654400,1,1,1,1,1941,80,2,1,5,2,3,75,3,1,3,3,61,1,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,6,7,6,6,7,6,6,6,2,2,2,1,2,2,1,2,2,1,2,1,1,2,4,4,1,4,2,3,3,2,1,1,31
65440002,654400,2,1,1,2,1944,77,2,1,5,2,1,0,1,1,4,4,61,1,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,6,7,7,6,6,7,7,6,3,2,1,1,2,2,2,1,2,1,1,2,2,2,3,3,1,3,1,3,3,1,1,1,30
65450001,654500,1,1,1,1,1935,86,2,1,5,2,4,125,4,1,3,3,61,1,2, , , , ,0,2, , , ,0, ,2, ,6,6,7,6.33,6,6,7,7,6,6,6,7,2,2,1,1,2,2,1,1,1,2,2,1,2,1,3,3,2,3,2,4,4,1,1,1,30
65450002,654500,2,1,1,2,1937,84,2,1,5,2,1,0,1,1,4,4,61,1,2, , , , ,0,2, , , ,0, ,2, ,7,7,6,6.67,7,7,6,6,6,6,7,7,2,2,1,1,1,1,2,2,2,1,1,2,1,1,3,3,1,3,2,3,4,2,1,1,29
65460001,654600,1,1,1,1,1952,69,2,1,5,3,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,3,5,4,4,4,2,2,3,1,5,4,4,2,3,3,3,3,3,2,3,3,4,3,3,3,3,2,2,3,3,3,2,1,4,4,2,14
65470001,654700,1,1,1,1,1947,74,2,1,5,2,3,75,3,1,3,3,61,2,1,10,5,5,5,10,2, , , ,0, ,2, ,6,6,6,6,6,7,7,6,6,6,7,6,2,2,1,2,2,2,1,1,2,2,1,1,2,2,3,3,2,3,2,4,4,2,1,1,29
65470002,654700,2,1,1,2,1956,65,2,1,5,2,1,0,1,1,4,4,61,2,1,10,5,5,5,10,2, , , ,0, ,2, ,6,6,6,6,6,6,7,7,6,6,6,7,2,2,1,1,2,1,2,2,1,1,2,2,1,2,4,4,1,4,2,4,3,1,1,1,33
65480001,654800,1,1,1,1,1943,78,2,1,5,2,3,75,3,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,6,6,6,7,7,6,6,7,3,2,2,1,2,2,1,1,2,2,2,1,1,1,4,3,2,3,2,3,3,2,1,1,28
65480002,654800,2,1,1,2,1959,62,2,1,5,2,1,0,1,1,4,4,61,2,2, , , , ,0,2, , , ,0, ,2, ,6,5,5,5.33,6,6,6,5,6,6,5,5,3,3,2,2,2,2,1,2,2,1,1,2,1,2,3,3,2,3,2,3,3,1,1,1,28
65500002,655000,2,1,1,2,1934,87,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,7,7,6.67,6,6,7,7,6,7,7,6,2,2,1,2,2,2,1,1,1,2,2,1,2,1,3,3,2,3,1,3,3,2,1,1,28
65520001,655200,1,1,1,1,1934,87,2,1,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,3,3,3,4,3,4,4,4,2,2,4,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,20
65520002,655200,2,1,1,2,1942,79,2,1,5,2,3,75,3,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,3,3,3,4,4,4,4,2,3,5,4,2,2,2,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,18
65530002,655300,2,1,1,2,1949,72,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,4,4.33,4,4,5,4,4,4,4,5,3,3,3,2,2,3,1,1,1,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,21
65540001,655400,1,1,1,1,1945,76,2,1,5,2,6,225,5,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,5,4.33,4,4,4,4,3,5,4,5,3,2,4,3,2,2,2,1,2,2,2,2,3,2,2,2,1,2,3,2,1,2,2,2,19
65540002,655400,2,1,1,2,1946,75,2,1,5,2,1,0,1,1,4,4,61,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,4,4.33,4,5,4,4,4,5,5,5,4,3,2,3,2,2,1,2,2,2,2,2,2,2,3,3,1,2,1,3,3,2,1,1,28
65540003,655400,3,1,1,1,1967,54,5,4,5,1,1,0,1,1,4,4,61,2,1,10,5,30,60,90,1,2,30,30,60,1,1,5,6,5,5,5.33,4,4,4,3,3,3,3,4,2,2,4,2,2,1,1,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,20
65550001,655500,1,1,1,1,1972,49,5,4,5,2,11,475,7,1,1,1,51,2,1,10,4,60,90,150,1,12,10,20,30,1,1,12,5,4,5,4.67,5,5,4,5,5,5,5,3,2,2,2,3,2,1,2,2,2,2,1,2,2,2,3,3,2,3,2,3,3,2,2,2,25
65550002,655500,2,1,1,2,1984,37,5,4,5,2,6,225,5,1,1,1,52,2,1,10,4,60,90,150,1,15,20,40,60,1,1,24,6,4,4,4.67,5,4,5,4,4,6,6,5,3,3,3,2,2,1,2,2,1,1,2,2,2,1,3,3,1,3,2,3,2,2,2,2,25
65550003,655500,3,1,1,1,2001,20,5,4,1,1,1,0,1,2, ,0, ,2,1,10,4,40,60,100,1,12,20,40,60,1,1,24,6,5,5,5.33,5,6,5,5,5,6,6,6,2,2,2,2,1,1,2,2,2,1,2,2,2,1,3,3,2,3,2,3,3,2,2,2,25
65550004,655500,4,1,1,2,2005,16,4,3,1,1,1,0,1,2, ,0, ,2,1,10,4,30,60,90,2, , , ,0, ,1,3,4,4,4,4,4,5,4,4,4,5,5,5,2,2,2,3,3,2,1,1,1,2,2,2,1,1,3,3,2,3,1,2,2,1,2,2,25
65560001,655600,1,1,1,1,1974,47,4,3,5,4,12,525,8,1,3,3,43,2,1,10,3,60,100,160,2, , , ,0, ,2, ,6,5,4,5,4,5,5,4,4,6,6,5,2,2,2,3,2,1,1,1,2,2,1,1,1,2,3,3,1,2,1,3,2,2,2,2,25
65560004,655600,4,1,1,1,1944,77,3,2,5,3,3,75,3,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,3,4,4,4,4,5,2,2,5,3,2,3,1,2,2,2,2,1,2,2,2,2,3,3,1,2,2,2,2,2,21
65570001,655700,1,1,1,1,1970,51,3,2,5,2,7,275,5,1,3,3,61,2,1,10,4,40,60,100,2, , , ,0, ,2, ,5,5,4,4.67,5,5,5,4,5,5,5,5,2,2,2,2,2,2,2,1,1,2,1,2,2,2,3,3,1,2,2,3,3,2,2,2,25
65570002,655700,2,1,1,2,1972,49,3,2,5,2,1,0,1,1,4,4,61,2,1,10,4,40,60,100,2, , , ,0, ,1, ,5,5,4,4.67,4,5,5,4,5,5,4,4,2,2,2,2,2,1,1,1,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,24
65570003,655700,3,1,1,2,1999,22,5,4,1,1,1,0,1,2, ,0, ,2,1,9,2,50,90,140,1,12,30,60,90,1,1,24,5,6,5,5.33,4,5,5,4,4,5,5,5,3,2,3,3,2,1,2,1,1,2,2,2,2,2,3,2,1,2,2,3,3,2,1,2,25
65570004,655700,4,1,1,2,1934,87,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,5,4.67,5,4,5,4,4,4,4,4,3,2,3,3,3,2,1,2,1,2,2,2,2,2,3,2,1,2,2,3,2,2,1,2,24
65580001,655800,1,1,1,1,1949,72,3,2,5,2,6,225,5,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,5,4,4,4.33,5,4,5,4,4,5,5,4,2,2,4,3,2,2,2,3,1,2,2,2,2,2,3,3,2,2,1,2,2,2,2,2,23
65580002,655800,2,1,1,2,1952,69,4,3,5,2,1,0,1,1,4,4,61,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,4,4.67,4,4,5,4,4,4,4,4,2,2,5,4,2,2,1,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,22
65590001,655900,1,1,1,2,1939,82,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,4,3,4,4,4,5,2,2,2,3,2,1,2,2,2,2,2,1,1,1,3,3,1,1,2,2,2,2,2,2,22
65590002,655900,2,1,1,2,1962,59,4,3,5,3,4,125,4,1,1,1,52,2,1,10,6,40,60,100,2, , , ,0, ,2, ,5,4,4,4.33,4,5,4,4,4,5,5,5,3,3,2,3,1,1,1,2,2,2,1,2,2,2,3,3,1,2,2,3,3,2,2,2,25
65590004,655900,4,1,1,1,1989,32,5,4,5,1,4,125,4,1,3,3,61,2,1,10,5,50,90,140,2, , , ,0, ,1,24,5,5,4,4.67,5,5,4,5,4,6,6,6,3,2,3,3,2,1,2,2,2,2,2,2,1,1,2,3,1,2,2,3,2,2,1,2,24
65590101,655901,1,1,1,1,1984,37,5,4,5,2,6,225,5,1,1,1,42,2,1,10,4,40,60,100,1,12,10,20,30,1,1,12,5,5,5,5,5,4,5,5,5,5,5,5,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,3,2,3,2,3,3,2,2,2,25
65590102,655901,2,1,1,2,1986,35,5,4,5,2,6,225,5,1,1,1,42,2,1,10,2,60,90,150,1,12,10,20,30,1,1,24,5,5,4,4.67,4,5,5,4,4,5,5,5,2,3,3,3,3,2,2,1,1,1,1,2,2,1,3,3,1,3,2,2,3,3,2,2,24
65600001,656000,1,1,1,1,1965,56,4,3,5,2,10,425,7,1,3,3,61,2,1,10,5,40,60,100,2, , , ,0, ,2, ,4,5,4,4.33,4,4,4,4,5,5,5,5,3,2,2,2,2,1,1,1,1,2,2,1,1,2,3,3,2,3,2,3,3,2,2,2,25
65600002,656000,2,1,1,2,1969,52,4,3,5,2,1,0,1,1,4,4,61,2,1,10,6,50,90,140,2, , , ,0, ,2, ,6,5,6,5.67,5,6,6,5,5,6,6,6,3,3,3,2,2,1,2,1,2,2,2,1,1,2,3,2,1,2,1,3,3,2,2,2,25
65600006,656000,6,1,1,2,1934,87,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,3,4,4,3,4,4,4,2,2,4,3,2,3,2,1,2,2,2,2,3,2,2,3,2,2,3,2,1,2,2,2,19
65600007,656000,7,1,1,2,1991,30,5,4,5,1,1,0,1,2, ,0, ,2,1,10,2,50,90,140,1,15,40,60,100,1,1,36,4,5,4,4.33,4,3,4,3,4,4,4,4,3,2,2,3,2,3,2,1,2,2,2,2,2,2,3,3,2,2,1,2,2,2,2,2,23
65610001,656100,1,1,1,1,1945,76,3,2,5,2,2,25,2,2, ,0, ,2,1,10,6,10,10,20,2, , , ,0, ,2, ,5,5,5,5,5,4,5,5,3,5,6,6,4,3,3,3,2,2,1,2,2,1,2,1,1,2,3,3,2,3,2,3,3,3,2,2,24
65610002,656100,2,1,1,2,1948,73,2,1,5,2,3,75,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,4,4,4,2,4,4,5,3,3,4,4,2,2,2,2,1,1,3,3,2,3,2,2,1,2,3,2,2,2,1,2,21
65620001,656200,1,1,1,2,1944,77,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,3,3,3,3,2,3,3,3,3,3,3,5,5,5,5,3,3,3,3,3,3,4,3,3,3,2,1,2,1,3,2,2,3,3,2,15
65630001,656300,1,1,1,1,1943,78,3,2,5,2,4,125,4,1,3,3,44,2,1,10,5,30,30,60,1,16,5,5,10,1,1, ,5,5,5,5,4,5,5,5,2,5,5,5,3,2,2,3,1,1,1,1,2,2,2,2,1,2,3,3,3,2,1,2,3,2,1,2,24
65630002,656300,2,1,1,2,1949,72,2,1,5,2,1,0,1,1,4,4,44,2,1,10,6,10,35,45,1,16,10,10,20,1,1, ,5,5,5,5,5,6,5,5,1,5,5,6,4,3,3,3,1,1,1,2,2,3,1,1,1,1,3,3,1,2,3,3,3,3,2,2,23
65630003,656300,3,1,1,1,1977,44,4,3,5,1,6,225,5,1,1,1,73,2,1,10,5,30,30,60,1,16,10,10,20,1,1,36,6,6,6,6,5,6,5,5,2,5,5,6,4,3,3,3,2,1,1,1,2,2,1,1,1,1,3,2,2,3,3,2,3,3,3,3,19
65640001,656400,1,1,1,1,1950,71,4,3,5,2,7,275,5,1,3,3,44,2,1,10,5,10,10,20,2, , , ,0, ,2, ,4,4,4,4,4,4,4,4,1,4,4,4,3,3,3,3,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,21
65640002,656400,2,1,1,2,1953,68,2,1,5,2,1,0,1,1,4,4,44,2,1,10,5,30,30,60,2, , , ,0, ,2, ,5,5,5,5,5,5,5,4,2,5,5,5,3,4,3,3,2,1,1,2,2,1,1,1,1,1,2,3,2,2,1,2,1,2,1,2,22
65650001,656500,1,1,1,1,1948,73,2,1,5,3,5,175,4,1,3,3,63,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,3,3,2,2,3,3,3,2,3,2,3,2,2,3,3,3,2,2,2,2,22
65650002,656500,2,1,1,2,1929,92,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,3,3,3.33,3,3,3,2,3,3,3,3,4,4,5,4,3,3,3,3,2,3,3,2,3,3,2,1,2,2,1,1,2,2,2,2,19
65660001,656600,1,1,1,2,1966,55,3,2,5,3,4,125,4,1,3,3,63,2,1,10,5,10,10,20,1,2,0,10,10,3,1,10,5,5,4,4.67,3,4,4,4,4,5,5,4,3,4,3,4,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,2,21
65670001,656700,1,1,1,1,1950,71,4,3,5,2,4,125,4,1,3,3,63,2,1,10,5,5,5,10,2, , , ,0, ,2, ,5,5,4,4.67,4,5,5,4,3,5,5,5,3,2,2,2,2,2,2,1,1,2,2,1,2,2,3,2,3,3,2,3,3,3,2,3,21
65670002,656700,2,1,1,2,1952,69,4,3,5,2,1,0,1,2, ,0, ,2,1,10,6,5,5,10,2, , , ,0, ,1, ,5,5,5,5,6,5,5,5,3,5,5,6,3,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,3,3,3,2,3,3,3,19
65680001,656800,1,1,1,1,1966,55,3,2,5,3,8,325,6,1,3,3,75,2,1,10,6,5,5,10,2, , , ,0, ,2, ,5,6,5,5.33,5,6,5,5,3,5,5,4,3,3,3,3,1,1,2,2,2,2,1,2,2,2,3,3,1,2,3,3,3,2,2,2,24
65680002,656800,2,1,1,1,1993,28,5,4,5,1,7,275,5,1,1,1,85,2,1,10,5,15,20,35,1,16,10,15,25,1,1,10,5,5,4,4.67,5,6,5,5,3,5,6,5,4,2,2,2,2,3,3,2,3,3,2,2,3,3,3,4,3,3,2,3,3,3,2,2,24
65680003,656800,3,1,1,1,1994,27,4,3,5,1,6,225,5,1,1,1,52,2,1,10,5,10,10,20,1,15,10,10,20,2,1,10,5,4,5,4.67,5,6,6,5,3,5,6,6,3,3,2,2,1,2,2,1,1,2,2,2,1,2,2,3,3,2,3,3,2,2,2,2,20
65680004,656800,4,1,1,1,1998,23,4,3,5,1,6,225,5,1,1,1,44,2,1,10,5,10,20,30,1,2,10,10,20,1,1,5,5,6,6,5.67,5,6,6,5,4,6,5,6,4,4,3,3,1,1,2,2,1,1,2,1,1,1,3,3,1,2,2,3,3,3,1,1,26
65690001,656900,1,1,1,1,1956,65,4,3,5,2,4,125,4,1,3,3,63,2,1,10,7,5,5,10,2, , , ,0, ,2, ,5,5,5,5,4,5,5,5,3,5,5,5,4,4,3,3,2,1,2,2,1,2,2,1,2,2,2,3,2,2,3,2,2,1,1,2,22
65690002,656900,2,1,1,2,1960,61,4,3,5,2,3,75,3,1,3,3,63,2,1,10,6,5,5,10,1,2,5,10,15,1,1, ,5,5,5,5,4,5,5,4,3,5,5,5,3,2,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,1,2,2,3,2,2,21
65690003,656900,3,1,1,2,1939,82,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,4,3,4,4,3,4,4,4,3,3,5,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1,2,2,2,18
65700001,657000,1,1,1,1,1948,73,2,1,5,2,3,75,3,1,3,3,63,1,1,10,5,10,10,20,2, , , ,0, ,2, ,5,6,5,5.33,6,5,5,5,4,5,6,6,3,2,2,2,2,1,2,2,1,2,2,1,2,2,3,2,3,3,2,2,2,3,2,2,20
65700002,657000,2,1,1,2,1954,67,2,1,5,2,1,0,1,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,5,6,5,5,3,6,6,5,3,2,2,2,1,2,2,1,1,2,2,1,1,1,3,3,2,3,3,4,3,3,2,3,23
65710001,657100,1,1,1,1,1969,52,4,3,5,2,7,275,5,1,1,1,61,2,1,10,1,60,90,150,1,2,10,10,20,1,1,5,6,6,6,6,4,5,5,5,5,6,5,6,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,3,2,2,21
65710002,657100,2,1,1,2,1935,86,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,5,6,6,6,5,6,6,6,1,1,3,1,3,2,3,2,2,2,3,3,1,2,2,2,2,1,3,2,1,3,3,1,16
65720002,657200,2,1,1,2,1957,64,2,1,5,3,3,75,3,2, ,0, ,1,1,10,3,90,60,150,1,16,15,15,30,1,1, ,6,6,6,6,5,5,6,5,6,5,6,5,2,1,2,1,3,3,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,1,21
65730001,657300,1,1,1,2,1937,84,2,0, ,3,3,75,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,5,5,6,5,5,6,6,6,2,1,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,20
65740001,657400,1,1,1,1,1944,77,3,2,5,2,6,225,5,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,5,5,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,1,3,2,2,19
65740002,657400,2,1,1,2,1942,79,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,6,5,5.33,5,5,5,6,6,5,5,5,2,1,2,2,2,2,1,2,2,3,3,2,2,2,2,3,2,2,2,2,1,3,2,2,19
65750001,657500,1,1,1,1,1941,80,3,2,5,2,3,75,3,1,3,3,61,1,2, , , , ,0,2, , , ,0, ,2, ,5,6,5,5.33,5,5,5,6,5,5,6,6,2,2,3,2,3,2,2,2,3,1,2,2,2,2,2,2,1,2,1,2,2,3,2,2,21
65750002,657500,2,1,1,2,1948,73,2,1,5,2,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,6,5,6,5.67,5,6,6,5,5,6,6,6,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,3,2,2,3,3,2,2,22
65760001,657600,1,1,1,1,1950,71,3,2,5,2,5,175,4,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,1, ,6,6,6,6,5,6,5,5,6,6,6,5,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,3,3,2,2,21
65760002,657600,2,1,1,2,1950,71,2,1,5,2,3,75,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,6,5,6,5.67,6,5,6,6,5,6,6,6,2,1,2,2,2,2,1,1,2,2,3,1,2,2,2,2,1,3,2,2,2,3,2,2,21
65780001,657800,1,1,1,1,1948,73,3,2,5,2,5,175,4,1,3,3,61,2,1,10,3,30,30,60,1,16,10,10,20,1,2, ,6,6,6,6,6,6,5,5,5,6,6,6,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,3,3,2,3,1,2,22
65780002,657800,2,1,1,2,1957,64,3,2,5,2,3,75,3,2, ,0, ,2,1,10,3,60,60,120,2, , , ,0, ,1, ,5,6,5,5.33,5,6,6,5,6,6,6,6,2,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,3,2,3,2,3,20
65800001,658000,1,1,1,1,1940,81,2,1,5,2,4,125,4,1,3,3,61,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,5,5,6,5,4,6,6,6,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,23
65800002,658000,2,1,1,2,1939,82,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,5,5,6,5,4,6,6,6,2,1,1,2,3,3,2,1,2,2,2,2,2,1,3,2,1,2,2,3,3,3,2,2,23
65810001,658100,1,1,1,1,1961,60,4,3,5,4,9,375,6,1,1,1,31,2,1,10,1,20,30,50,2, , , ,0, ,2, ,6,6,6,6,5,5,5,4,4,6,6,6,2,1,1,2,2,2,1,1,1,2,2,1,1,1,3,3,1,2,2,3,3,2,1,1,27
65810003,658100,3,1,1,2,1993,28,5,4,3,1,6,225,5,1,1,1,42,2,1,10,1,40,20,60,1,16,10,10,20,1,1,2,6,6,5,5.67,5,5,6,5,5,5,5,5,1,2,1,1,2,2,1,1,2,2,1,1,2,2,3,3,2,3,2,2,2,2,1,1,25
65810004,658100,4,1,1,1,1996,25,4,3,5,1,5,175,4,1,1,1,52,2,1,10,1,20,20,40,1,15,15,10,25,1,1,2,6,6,6,6,6,6,5,5,6,6,6,6,2,2,1,2,2,1,1,1,1,2,2,1,1,1,3,3,2,2,2,2,3,2,1,1,25
65840001,658400,1,1,1,2,1980,41,4,3,5,1,6,225,5,1,1,1,31,2,1,10,1,40,50,90,1,2,10,10,20,1,1,4,6,6,6,6,6,6,6,5,5,5,5,5,1,1,1,2,2,2,3,2,2,1,1,2,2,2,3,3,2,3,2,3,2,2,1,1,26
65850001,658500,1,1,1,2,1971,50,5,4,5,1,8,325,6,1,1,1,25,2,1,10,1,30,40,70,1,2,5,5,10,2,1,6,6,6,6,6,5,5,5,4,4,6,6,6,1,1,1,2,2,2,3,2,2,1,2,1,2,2,3,3,2,3,3,3,2,2,1,1,25
65920001,659200,1,1,1,1,1938,83,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,5,5,6,5,6,6,6,6,1,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,1,2,3,2,2,2,2,1,22
65920002,659200,2,1,1,2,1942,79,2,1,5,2,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,5,6,6,5,6,6,6,6,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,3,2,3,2,3,2,2,22
65930001,659300,1,1,1,2,1929,92,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,4,4.67,5,5,5,6,5,5,5,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,3,2,2,18
65960001,659600,1,1,1,1,1957,64,3,2,5,2,5,175,4,1,3,3,52,2,1,10,3,90,90,180,1,16,15,15,30,1,2, ,6,6,6,6,5,6,5,5,6,6,6,6,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,3,2,2,3,2,2,3,1,2,20
65960003,659600,3,1,1,1,1980,41,4,3,5,2,7,275,5,1,1,1,85,2,1,10,3,60,90,150,1,15,90,120,210,1,1,5,6,5,6,5.67,6,6,5,6,5,6,6,6,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,3,2,2,3,2,1,20
65970002,659700,2,1,1,2,1937,84,2,1,5,3,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,6,6,6,6,5,5,5,5,6,5,5,5,1,1,2,1,2,3,1,2,2,2,2,1,2,2,2,1,2,1,3,2,2,3,2,2,16
