pid,hid,housenum,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21relig1,ott_score_21,sns_score_21,pc_ability_21,smart_ability_21,esteem_21,ott_score_20,sns_score_20,pc_ability_20,smart_ability_20,esteem_20,ott_change,sns_change,pc_change,smart_change,esteem_change
17810001,178100,1,1,46,4,2,7,1,1,9,0,4.857142857,4.92,40,5,0,4.666666667,4.88,38,4,0,0.19047619,0.04,0.2
17810002,178100,2,2,42,4,2,5,1,1,7,0,4.904761905,4.92,40,6,1.25,4.80952381,4.84,39,1,-1.25,0.095238095,0.08,0.1
17810004,178100,4,1,80,2,2,2,2,2,0,0,1,1.08,33,0,0,1,1.24,32,0,0,0,-0.16,0.1
17810005,178100,5,2,69,2,2,2,2,2,6,0,1,2.12,34,6,0,1,1.4,35,0,0,0,0.72,-0.1
17860001,178600,1,1,43,5,2,10,1,2,9,2,4.142857143,4.4,33,5,1.25,4.095238095,4.68,28,4,0.75,0.047619048,-0.28,0.5
17860002,178600,2,2,41,5,2,1,2,2,9,1.25,3.047619048,3.24,31,5,1.25,2.952380952,3.76,28,4,0,0.095238096,-0.52,0.3
17860003,178600,3,1,14,3,1,1,2,2,9,1.25,3.047619048,3.28,32,5,1.25,2.952380952,3.92,31,4,0,0.095238096,-0.64,0.1
17880001,178800,1,1,82,3,2,4,2,1,0,0,3.047619048,3.4,28,0,0,1,1,29,0,0,2.047619048,2.4,-0.1
17880002,178800,2,2,77,2,2,1,2,1,0,0,1,1,32,0,0,1,1,31,0,0,0,0,0.1
17900001,179000,1,1,67,3,2,6,1,2,7,0,1,1.64,38,7,2.75,2.19047619,2.76,25,0,-2.75,-1.19047619,-1.12,1.3
17900002,179000,2,2,62,3,2,8,1,2,5,0,1,1.8,37,6,2.25,1,2.04,25,-1,-2.25,0,-0.24,1.2
17900004,179000,4,2,32,5,1,7,1,2,5,3,3.285714286,3.52,36,9,7,4.142857143,5,22,-4,-4,-0.857142857,-1.48,1.4
17900005,179000,5,1,28,5,1,7,1,2,9,5,4.142857143,4.76,36,9,7.5,4.523809524,5,29,0,-2.5,-0.380952381,-0.24,0.7
17900006,179000,6,2,93,3,3,1,2,2,0,0,1,1,36,0,0,1,1,23,0,0,0,0,1.3
17900101,179001,1,1,42,5,2,8,1,1,6,4.5,4.285714286,4.6,38,8,4.5,3.380952381,4.12,27,-2,0,0.904761905,0.48,1.1
17900102,179001,2,2,38,5,2,6,1,1,6,5,3.904761905,4.48,39,7,5,3.761904762,4.28,26,-1,0,0.142857143,0.2,1.3
17950002,179500,2,2,34,5,2,6,1,2,5,5.5,3.904761905,4.64,34,7,6,3.285714286,4.04,25,-2,-0.5,0.619047619,0.6,0.9
17960002,179600,2,2,78,2,3,2,2,1,0,0,1,1.16,27,0,0,1,1.08,29,0,0,0,0.08,-0.2
18000002,180000,2,2,79,2,3,2,2,1,0,0,1.095238095,1.4,25,0,0,1,1,28,0,0,0.095238095,0.4,-0.3
18020002,180200,2,2,79,4,3,3,1,2,5,4.75,3.523809524,2.68,29,9,7,1.714285714,3.12,31,-4,-2.25,1.80952381,-0.44,-0.2
18030001,180300,1,1,49,5,2,13,1,2,7,6,3.857142857,4.52,25,7,5.5,5,5,29,0,0.5,-1.142857143,-0.48,-0.4
18030002,180300,2,2,45,5,2,8,1,2,5,5.5,3.285714286,3.68,22,9,6.5,2.952380952,3.4,31,-4,-1,0.333333334,0.28,-0.9
18030003,180300,3,1,21,5,1,1,2,2,5,9,4.619047619,4.96,30,8,7,5,5,31,-3,2,-0.380952381,-0.04,-0.1
18030004,180300,4,2,18,4,1,1,2,2,9,8.25,4.285714286,4.92,30,9,0,4.619047619,4.12,30,0,8.25,-0.333333333,0.8,0
18040001,180400,1,1,44,5,2,9,1,2,9,6.75,3.476190476,4.16,37,7,5,5,5,30,2,1.75,-1.523809524,-0.84,0.7
18040002,180400,2,2,45,5,2,6,1,2,7,5.75,2.476190476,3.56,30,9,7,5,4.68,28,-2,-1.25,-2.523809524,-1.12,0.2
18040003,180400,3,1,19,5,1,1,2,2,9,8.25,4.238095238,4.92,37,9,0,3.238095238,4.32,29,0,8.25,1,0.6,0.8
18040004,180400,4,1,17,4,1,1,2,2,9,7,3.428571429,4.36,33,6,0,2.476190476,3.32,30,3,7,0.952380953,1.04,0.3
18060001,180600,1,1,92,4,3,1,2,2,0,0,1,1.2,29,0,0,1,1,32,0,0,0,0.2,-0.3
18060002,180600,2,2,67,4,1,5,1,2,0,0,2.333333333,3.04,33,0,0,2.333333333,3.16,30,0,0,0,-0.12,0.3
18070001,180700,1,1,48,4,2,9,1,1,5,3.5,3.857142857,3.8,32,8,5,3.619047619,3.8,32,-3,-1.5,0.238095238,0,0
18070002,180700,2,2,47,4,2,1,2,1,6,3,4.047619048,3.76,33,6,3.25,2.952380952,3.88,37,0,-0.25,1.095238096,-0.12,-0.4
18070003,180700,3,1,20,5,1,1,2,1,9,3.75,4.047619048,3.96,32,7,4.5,4.380952381,4.2,34,2,-0.75,-0.333333333,-0.24,-0.2
18080001,180800,1,1,58,5,2,9,1,2,9,3.25,4.80952381,4.8,36,5,0,2,2.12,36,4,3.25,2.80952381,2.68,0
18080002,180800,2,2,51,5,2,6,1,2,6,0,2.619047619,3,23,5,0,2.619047619,2.6,29,1,0,0,0.4,-0.6
18080003,180800,3,2,30,5,1,7,1,2,9,6,4.952380952,4.96,37,7,5.5,5,5,37,2,0.5,-0.047619048,-0.04,0
18080004,180800,4,1,27,5,1,6,1,2,9,3.75,4.952380952,4.96,39,8,5,4.857142857,4.76,30,1,-1.25,0.095238095,0.2,0.9
18080005,180800,5,2,25,4,1,5,1,2,9,5.25,4.80952381,4.68,22,5,5.5,4.857142857,4.76,31,4,-0.25,-0.047619047,-0.08,-0.9
18090001,180900,1,1,71,5,2,2,2,2,0,0,1.571428571,1.16,31,0,0,1.19047619,1.24,34,0,0,0.380952381,-0.08,-0.3
18090002,180900,2,2,68,4,2,1,2,2,0,0,1.571428571,1.64,31,0,0,1.19047619,1.32,30,0,0,0.380952381,0.32,0.1
18090003,180900,3,2,42,5,1,7,1,2,6,3.25,4,3.92,29,8,5,4,4.44,38,-2,-1.75,0,-0.52,-0.9
18100001,181000,1,1,47,4,2,7,1,2,6,3.25,3.904761905,4.08,30,6,5,3.333333333,4.04,33,0,-1.75,0.571428572,0.04,-0.3
18100002,181000,2,2,49,5,2,3,1,1,6,4,3.952380952,3.96,30,6,4.25,4.333333333,4.4,29,0,-0.25,-0.380952381,-0.44,0.1
18100003,181000,3,2,20,5,1,1,2,1,9,4,3.952380952,3.96,33,6,4.5,4,4.28,30,3,-0.5,-0.047619048,-0.32,0.3
18100004,181000,4,1,17,4,1,1,2,2,9,3.5,3.80952381,3.96,28,8,0,3.285714286,3.64,35,1,3.5,0.523809524,0.32,-0.7
18110001,181100,1,1,60,4,4,5,1,2,6,3.5,4,3.76,32,5,5,1.761904762,2.4,31,1,-1.5,2.238095238,1.36,0.1
18110002,181100,2,1,28,4,1,7,1,2,6,2.75,4.047619048,3.8,33,7,3,3.571428571,4.04,33,-1,-0.25,0.476190477,-0.24,0
18110003,181100,3,1,25,4,1,7,1,2,7,3.25,4.047619048,4.08,32,7,5,3.952380952,4.24,28,0,-1.75,0.095238096,-0.16,0.4
18130002,181300,2,2,55,5,2,5,1,2,9,6,4.476190476,4.08,30,8,5.25,3.285714286,3.6,34,1,0.75,1.19047619,0.48,-0.4
18160002,181600,2,2,56,4,2,1,2,1,4,0,3.904761905,4.16,31,4,1.25,3.380952381,3.64,33,0,-1.25,0.523809524,0.52,-0.2
18170002,181700,2,2,60,4,2,1,2,2,8,2.5,2.571428571,3.08,35,9,0,2.523809524,2.84,27,-1,2.5,0.047619047,0.24,0.8
18180001,181800,1,1,39,5,2,10,1,2,9,6.5,5,5,31,8,5,4,3.96,31,1,1.5,1,1.04,0
18180002,181800,2,2,39,5,2,1,2,2,9,6,4.761904762,4.84,26,9,4.25,4.047619048,4.36,35,0,1.75,0.714285714,0.48,-0.9
18200001,182000,1,1,66,3,2,5,1,2,9,3.5,3.571428571,3.64,37,8,5.75,2.761904762,2.88,30,1,-2.25,0.809523809,0.76,0.7
18200002,182000,2,2,63,4,2,5,1,2,8,5,3.095238095,3.2,33,8,2,2.761904762,2.76,33,0,3,0.333333333,0.44,0
18200003,182000,3,1,39,5,1,8,1,2,8,6.5,5,5,33,8,5,4.285714286,4.32,32,0,1.5,0.714285714,0.68,0.1
18210001,182100,1,2,83,4,3,1,2,2,8,0,1.857142857,2.16,33,0,0,1,1.24,33,8,0,0.857142857,0.92,0
18210002,182100,2,1,54,5,1,11,1,2,9,6.5,5,5,28,9,6,5,5,36,0,0.5,0,0,-0.8
18230001,182300,1,1,56,5,2,8,1,2,8,4.5,5,5,30,9,5.25,4.666666667,4.4,36,-1,-0.75,0.333333333,0.6,-0.6
18240002,182400,2,2,46,4,2,1,2,2,5,0,5,5,32,5,5.5,2.523809524,2.84,30,0,-5.5,2.476190476,2.16,0.2
18250001,182500,1,1,52,5,2,7,1,1,5,4,5,5,32,4,4,4.428571429,4.4,28,1,0,0.571428571,0.6,0.4
18250002,182500,2,2,43,5,2,1,2,1,5,4,5,5,34,4,4,4.428571429,4.4,30,1,0,0.571428571,0.6,0.4
18260002,182600,2,2,40,4,2,1,2,1,5,0,4.904761905,4.56,29,5,3.75,3.523809524,3.04,30,0,-3.75,1.380952381,1.52,-0.1
18280001,182800,1,2,64,3,3,1,2,2,0,0,1,1.96,31,0,0,1.333333333,1.56,30,0,0,-0.333333333,0.4,0.1
18280002,182800,2,1,36,5,1,6,1,2,5,5.25,4.666666667,4.4,33,5,5,3.857142857,4.16,30,0,0.25,0.80952381,0.24,0.3
18290001,182900,1,1,46,4,1,6,1,2,4,0,5,5,32,4,1.25,1.523809524,2.52,32,0,-1.25,3.476190476,2.48,0
18290002,182900,2,1,37,4,1,3,1,2,4,0,5,5,32,4,1.25,1.714285714,2.56,32,0,-1.25,3.285714286,2.44,0
18300002,183000,2,2,70,4,2,4,1,2,4,0,1,2.12,33,0,0,1,2.16,33,4,0,0,-0.04,0
18310001,183100,1,2,79,2,3,2,2,2,0,0,1,2.12,32,0,0,1,1.12,35,0,0,0,1,-0.3
18320001,183200,1,1,57,4,2,6,1,2,5,0,1.19047619,2.36,30,4,1.25,1.19047619,2.52,30,1,-1.25,0,-0.16,0
18330001,183300,1,1,49,4,2,7,1,2,6,1.5,2.285714286,3.16,34,5,2,3.714285714,4.44,31,1,-0.5,-1.428571428,-1.28,0.3
18330002,183300,2,2,44,4,2,1,2,2,8,2.5,1.904761905,3.04,35,8,3.75,3.476190476,3.76,30,0,-1.25,-1.571428571,-0.72,0.5
18340001,183400,1,1,69,4,2,5,1,1,8,0,3.380952381,3.88,27,9,3.5,3.571428571,3.92,25,-1,-3.5,-0.19047619,-0.04,0.2
18340002,183400,2,2,64,3,2,1,2,2,9,3.75,3.80952381,4.12,29,0,3.5,1.80952381,2.52,28,9,0.25,2,1.6,0.1
18340003,183400,3,1,40,4,1,7,1,2,9,4.25,4.904761905,4.64,24,9,0,5,5,32,0,4.25,-0.095238095,-0.36,-0.8
18360001,183600,1,1,47,4,2,7,1,2,9,0,4.952380952,4.92,29,0,0,5,5,33,9,0,-0.047619048,-0.08,-0.4
18360002,183600,2,2,47,4,2,1,2,2,0,0,3.19047619,3.52,34,0,0,3.380952381,4,36,0,0,-0.190476191,-0.48,-0.2
18360003,183600,3,2,20,5,1,1,2,2,9,5.5,4.952380952,4.96,32,9,5.5,5,5,33,0,0,-0.047619048,-0.04,-0.1
18360004,183600,4,1,17,4,1,1,2,2,5,0,4.857142857,4.92,25,0,0,4.333333333,4.48,29,5,0,0.523809524,0.44,-0.4
18380002,183800,2,2,43,4,2,1,2,2,9,4.25,3.857142857,4.24,26,7,4.25,4.428571429,4.52,28,2,0,-0.571428572,-0.28,-0.2
18390001,183900,1,1,66,4,2,5,1,2,5,0,1.285714286,1.6,33,0,0,1.619047619,1.96,26,5,0,-0.333333333,-0.36,0.7
18390002,183900,2,2,64,4,2,1,2,1,5,0,2.285714286,2.12,32,0,0,1.19047619,1.44,27,5,0,1.095238096,0.68,0.5
18400001,184000,1,1,48,4,2,5,1,2,5,0,2.380952381,2.76,29,3,0,3.428571429,3.36,27,2,0,-1.047619048,-0.6,0.2
18400002,184000,2,2,48,4,2,5,1,2,4,1.25,3.619047619,3.88,31,4,0,3.19047619,3.84,24,0,1.25,0.428571429,0.04,0.7
18400003,184000,3,2,20,5,1,1,2,2,6,2.5,5,5,34,4,4,4.857142857,4.6,28,2,-1.5,0.142857143,0.4,0.6
18400004,184000,4,2,17,4,1,1,2,2,5,2,5,5,36,4,3.5,4.333333333,4.24,26,1,-1.5,0.666666667,0.76,1
18410001,184100,1,1,78,4,2,5,1,1,0,0,1.428571429,1.68,30,0,0,1,1.16,28,0,0,0.428571429,0.52,0.2
18410002,184100,2,2,77,2,2,5,2,1,0,0,1,1.2,31,0,0,1,1.16,27,0,0,0,0.04,0.4
18420001,184200,1,1,47,4,2,6,1,2,5,1.25,5,5,36,5,0,4.19047619,4.16,29,0,1.25,0.80952381,0.84,0.7
18420002,184200,2,2,44,4,2,1,2,2,5,1.25,5,5,37,5,3,3.904761905,3.96,28,0,-1.75,1.095238095,1.04,0.9
18420003,184200,3,2,16,4,1,1,2,2,6,4,5,5,32,4,0,3.666666667,3.8,28,2,4,1.333333333,1.2,0.4
18430001,184300,1,1,83,2,3,2,1,2,0,0,1,1,33,0,0,1,1.16,29,0,0,0,-0.16,0.4
18440001,184400,1,1,43,4,2,6,1,2,9,1.75,5,5,37,4,0,4.80952381,4.6,28,5,1.75,0.19047619,0.4,0.9
18440002,184400,2,2,41,4,2,1,2,2,7,1.75,5,5,38,4,2,4.523809524,4.72,25,3,-0.25,0.476190476,0.28,1.3
18460005,184600,5,1,39,5,1,8,1,2,5,4,5,5,34,4,0,4.428571429,4.84,28,1,4,0.571428571,0.16,0.6
18470001,184700,1,1,77,4,2,3,2,2,0,0,1,1.08,30,0,0,1,1.2,26,0,0,0,-0.12,0.4
18470002,184700,2,2,72,4,2,1,2,1,5,0,1.333333333,2.2,26,0,0,1,1.96,27,5,0,0.333333333,0.24,-0.1
18480001,184800,1,2,55,3,4,5,1,1,5,2.5,4.80952381,4.92,33,4,0,1,2.8,25,1,2.5,3.80952381,2.12,0.8
18480002,184800,2,2,30,5,1,6,1,2,6,1.5,5,5,36,5,3.5,4.714285714,4.88,28,1,-2,0.285714286,0.12,0.8
18540001,185400,1,1,52,4,2,7,1,2,0,0,2.857142857,3.08,29,0,0,2.142857143,3.12,28,0,0,0.714285714,-0.04,0.1
18540002,185400,2,2,45,4,2,6,1,2,7,2.5,3.619047619,3.92,30,6,0,2.238095238,3.16,29,1,2.5,1.380952381,0.76,0.1
18540003,185400,3,2,19,5,1,2,2,2,7,3.25,4.80952381,4.92,30,6,0,3.571428571,3.68,29,1,3.25,1.238095239,1.24,0.1
18610001,186100,1,1,60,3,4,5,1,2,5,0,1,2.4,34,5,1.25,1,2.56,30,0,-1.25,0,-0.16,0.4
18620001,186200,1,1,77,3,2,2,2,1,0,0,1,1.08,30,0,0,1,1,30,0,0,0,0.08,0
18620002,186200,2,2,74,3,2,2,2,1,0,0,1,1,30,0,0,1,1,29,0,0,0,0,0.1
18640001,186400,1,1,54,4,2,8,1,2,5,0,4.666666667,4.4,30,4,1.25,4.476190476,4.52,31,1,-1.25,0.190476191,-0.12,-0.1
18640002,186400,2,2,51,4,2,3,1,2,4,0,4.666666667,4.4,30,4,1.25,3.619047619,3.12,30,0,-1.25,1.047619048,1.28,0
18640003,186400,3,1,17,4,1,1,2,2,7,5.5,4.571428571,4.44,30,5,5.5,3.80952381,3.92,31,2,0,0.761904761,0.52,-0.1
18660002,186600,2,2,82,2,3,2,2,2,0,0,1,1,35,0,0,1,1,30,0,0,0,0,0.5
18690001,186900,1,2,89,2,3,2,2,2,0,0,1,1,25,0,0,1,1,29,0,0,0,0,-0.4
18700001,187000,1,1,72,4,2,5,1,2,0,0,1,1.28,30,0,0,1,1.16,30,0,0,0,0.12,0
18700002,187000,2,2,72,3,2,2,2,2,0,0,1,1.28,30,0,0,1,1.16,30,0,0,0,0.12,0
18700003,187000,3,2,41,4,1,5,1,2,6,3,5,4.88,34,4,5.5,4.571428571,4.64,30,2,-2.5,0.428571429,0.24,0.4
18710001,187100,1,1,56,4,2,5,1,1,3,3.25,4.714285714,4.56,34,4,1.25,4.571428571,4.76,32,-1,2,0.142857143,-0.2,0.2
18710002,187100,2,2,54,4,2,1,2,1,3,4,4.714285714,4.56,33,4,1.25,4.523809524,4.8,32,-1,2.75,0.19047619,-0.24,0.1
18710003,187100,3,2,21,5,1,1,2,1,5,3,5,5,34,5,5.5,4.523809524,4.64,32,0,-2.5,0.476190476,0.36,0.2
18710004,187100,4,2,19,5,1,1,2,1,5,3,5,5,34,5,5.5,3.952380952,4.04,32,0,-2.5,1.047619048,0.96,0.2
18720001,187200,1,1,51,5,2,5,1,1,4,0,2.714285714,3.24,32,4,1.25,4.476190476,4.44,33,0,-1.25,-1.761904762,-1.2,-0.1
18720002,187200,2,2,50,5,2,1,2,1,3,0,2.714285714,3.24,27,4,1.25,4.380952381,4.44,33,-1,-1.25,-1.666666667,-1.2,-0.6
18720003,187200,3,1,27,5,1,5,1,1,5,5.25,5,5,33,5,5.5,4.523809524,4.56,32,0,-0.25,0.476190476,0.44,0.1
18720004,187200,4,2,22,5,1,1,2,1,5,3,5,5,31,5,5.5,4,3.96,32,0,-2.5,1,1.04,-0.1
18730001,187300,1,1,41,4,1,5,1,1,5,0,5,5,33,5,1.25,4.571428571,4.56,31,0,-1.25,0.428571429,0.44,0.2
18740001,187400,1,2,90,2,3,1,2,1,0,0,1,1,30,0,0,1,1,29,0,0,0,0,0.1
18750001,187500,1,1,75,3,2,2,2,2,0,0,1,1,31,0,0,1,1,30,0,0,0,0,0.1
18750002,187500,2,2,73,3,2,2,2,2,0,0,1,1.2,30,0,0,1,1.16,30,0,0,0,0.04,0
18750003,187500,3,2,93,2,3,2,2,2,0,0,1,1,30,0,0,1,1,30,0,0,0,0,0
18750004,187500,4,1,45,4,1,5,1,2,4,0,5,5,33,4,1.25,1.333333333,2.4,30,0,-1.25,3.666666667,2.6,0.3
18750005,187500,5,2,46,4,1,5,1,2,5,0,5,4.56,30,5,1.25,2.380952381,2.84,30,0,-1.25,2.619047619,1.72,0
18760001,187600,1,1,84,3,3,2,2,1,0,0,1,1.08,30,0,0,1,1,30,0,0,0,0.08,0
18770002,187700,2,2,91,2,3,2,2,1,0,0,1,1,34,0,0,1,1,29,0,0,0,0,0.5
18780001,187800,1,1,81,3,2,2,2,1,0,0,1,1,30,0,0,1,1,30,0,0,0,0,0
18780002,187800,2,2,79,3,2,2,2,1,0,0,1,1,29,0,0,1,1,29,0,0,0,0,0
18820001,188200,1,1,55,5,1,4,2,2,5,0,3.285714286,3.92,26,0,0,1.666666667,2.16,31,5,0,1.619047619,1.76,-0.5
18830001,188300,1,1,91,3,2,2,2,2,0,0,1,1,28,0,0,1.476190476,1.52,32,0,0,-0.476190476,-0.52,-0.4
18830002,188300,2,2,89,2,2,2,2,1,0,0,1,1.16,30,0,0,1.476190476,1.48,31,0,0,-0.476190476,-0.32,-0.1
18840001,188400,1,1,86,2,2,1,2,2,0,0,1.047619048,1.04,26,0,0,1.571428571,1,31,0,0,-0.523809523,0.04,-0.5
18840002,188400,2,2,79,2,2,3,1,2,0,0,1.095238095,1.16,33,0,0,1.523809524,1,32,0,0,-0.428571429,0.16,0.1
18850001,188500,1,1,83,2,2,1,2,2,0,0,1,1.16,32,0,0,1,1.12,28,0,0,0,0.04,0.4
18850002,188500,2,2,78,2,2,3,1,2,0,0,1,1.24,30,0,0,1,1.12,28,0,0,0,0.12,0.2
18850003,188500,3,1,25,5,1,1,2,2,9,4.25,4.619047619,4.88,33,5,0,3.857142857,4,31,4,4.25,0.761904762,0.88,0.2
18850004,188500,4,2,54,4,4,1,2,2,0,0,2.952380952,3.56,31,0,0,2.095238095,3.24,31,0,0,0.857142857,0.32,0
18860001,188600,1,1,46,5,2,9,1,2,7,2.75,4,3.88,31,5,6,4.666666667,4.44,14,2,-3.25,-0.666666667,-0.56,1.7
18860002,188600,2,2,43,5,2,1,2,2,7,3,3.952380952,3.56,32,5,5.5,4.619047619,4.44,27,2,-2.5,-0.666666667,-0.88,0.5
18860003,188600,3,1,14,3,1,1,2,2,9,3.25,3.333333333,3.36,30,4,3,3.19047619,3.4,28,5,0.25,0.142857143,-0.04,0.2
18870001,188700,1,1,51,5,2,7,1,2,6,3.25,4,3.68,29,5,2.25,4,4,30,1,1,0,-0.32,-0.1
18870002,188700,2,2,49,4,2,1,2,2,6,3.75,3.761904762,3.28,32,5,2.25,4,4,30,1,1.5,-0.238095238,-0.72,0.2
18870003,188700,3,2,20,5,1,1,2,2,9,3,4,3.8,33,5,2.5,4,3.72,30,4,0.5,0,0.08,0.3
18890001,188900,1,1,55,5,2,11,1,2,6,2.75,4,3.48,29,5,2.75,4.19047619,4.44,35,1,0,-0.19047619,-0.96,-0.6
18890002,188900,2,2,54,5,2,1,2,2,6,3,3.714285714,3.68,31,5,2,3.857142857,4.48,22,1,1,-0.142857143,-0.8,0.9
18890003,188900,3,1,18,4,1,1,2,2,7,5.75,3.714285714,3.44,31,5,5.75,4.428571429,4.44,35,2,0,-0.714285715,-1,-0.4
18920001,189200,1,1,47,5,2,9,1,2,6,2.75,3.857142857,3.68,31,5,6,3.523809524,4.36,36,1,-3.25,0.333333333,-0.68,-0.5
18920002,189200,2,2,45,6,2,7,1,2,5,3,4.047619048,3.36,30,5,6,4.714285714,4.64,30,0,-3,-0.666666666,-1.28,0
18930001,189300,1,1,64,4,2,5,1,2,5,0,2.19047619,2.96,23,5,3.5,2.19047619,3.2,22,0,-3.5,0,-0.24,0.1
18930002,189300,2,2,64,4,2,5,1,2,6,0,1.952380952,2.64,28,4,3,2.142857143,2.96,26,2,-3,-0.190476191,-0.32,0.2
18940001,189400,1,1,78,3,2,3,1,1,0,0,1,1.24,30,0,0,1,1.24,30,0,0,0,0,0
18940002,189400,2,2,72,3,2,3,2,1,0,0,1,1.24,30,0,0,1,1.24,31,0,0,0,0,-0.1
18950001,189500,1,1,80,3,2,3,1,1,0,0,1,1,29,0,0,1,1.2,30,0,0,0,-0.2,-0.1
18950002,189500,2,2,77,2,2,3,2,1,0,0,1,1.2,30,0,0,1,1.2,31,0,0,0,0,-0.1
18960002,189600,2,2,59,4,2,4,1,1,6,1.25,1.857142857,2.32,29,5,1.25,1.857142857,2.16,29,1,0,0,0.16,0
18970001,189700,1,1,62,5,2,8,1,1,4,1.25,3.047619048,3.76,29,3,0,3.047619048,3.8,28,1,1.25,0,-0.04,0.1
18970002,189700,2,2,63,4,2,2,2,1,5,1.25,3.047619048,3.76,33,6,0,3.047619048,3.76,28,-1,1.25,0,0,0.5
18980002,189800,2,2,79,2,3,3,2,1,0,0,1,1.2,28,0,0,1,1.2,29,0,0,0,0,-0.1
18990001,189900,1,1,56,4,2,3,1,1,0,0,2.761904762,1.44,28,0,0,2.80952381,1.36,28,0,0,-0.047619048,0.08,0
18990002,189900,2,2,54,4,2,2,2,1,4,0,1.571428571,2.44,28,4,0,1.571428571,2.4,33,0,0,0,0.04,-0.5
19000001,190000,1,1,70,4,2,4,1,1,0,0,2.952380952,2.04,33,0,0,2.952380952,1.8,33,0,0,0,0.24,0
19000002,190000,2,2,68,2,2,4,1,1,0,0,1,1.24,28,0,0,1,1.24,33,0,0,0,0,-0.5
19010001,190100,1,1,62,4,2,6,1,2,0,0,2.142857143,1.64,29,0,0,1.952380952,1.6,29,0,0,0.190476191,0.04,0
19010003,190100,3,2,61,4,2,1,2,2,0,0,1.19047619,1.84,29,3,0,1.19047619,1.84,29,-3,0,0,0,0
19010004,190100,4,2,27,5,1,1,2,2,6,1.5,3.666666667,4.12,29,7,2,3.619047619,3.88,20,-1,-0.5,0.047619048,0.24,0.9
19010005,190100,5,2,27,5,1,1,2,2,5,1.25,3.666666667,4,27,5,2,3.571428571,3.88,20,0,-0.75,0.095238096,0.12,0.7
19020002,190200,2,2,49,4,2,3,2,2,6,1.25,2.333333333,3.48,29,6,1.25,2.238095238,3.2,36,0,0,0.095238095,0.28,-0.7
19030001,190300,1,1,63,4,2,5,1,2,0,0,2.761904762,1.6,28,0,0,2.761904762,1.36,28,0,0,0,0.24,0
19030002,190300,2,2,59,4,2,2,2,1,4,0,2,2,28,4,0,1.666666667,2.4,33,0,0,0.333333333,-0.4,-0.5
19050001,190500,1,1,74,2,2,2,2,2,0,0,1,1.44,32,0,0,1,1.16,30,0,0,0,0.28,0.2
19060001,190600,1,1,47,5,2,7,1,2,9,5.5,5,5,34,5,5.5,4.428571429,3.16,31,4,0,0.571428571,1.84,0.3
19060002,190600,2,2,46,5,2,5,1,2,4,5.5,5,5,33,5,5.5,4.428571429,3.12,31,-1,0,0.571428571,1.88,0.2
19070001,190700,1,1,51,5,2,7,1,2,4,0,5,5,33,4,5.5,3.666666667,3.84,30,0,-5.5,1.333333333,1.16,0.3
19070002,190700,2,2,44,4,2,1,2,2,5,0,5,5,32,5,5.5,3.857142857,4.16,30,0,-5.5,1.142857143,0.84,0.2
19070003,190700,3,2,17,4,1,1,2,2,5,0,4.714285714,4.8,33,5,5.5,3.714285714,3.88,30,0,-5.5,1,0.92,0.3
19080001,190800,1,1,54,4,2,5,1,2,4,0,3.619047619,3.04,33,4,1.25,1.904761905,2.56,30,0,-1.25,1.714285714,0.48,0.3
19080002,190800,2,2,53,4,2,5,1,2,7,0,3.619047619,3.04,33,4,1.25,1.904761905,2.56,30,3,-1.25,1.714285714,0.48,0.3
19090001,190900,1,1,45,5,2,7,1,1,4,5.5,5,5,31,4,5.5,4.571428571,4.56,33,0,0,0.428571429,0.44,-0.2
19090002,190900,2,2,44,5,2,5,1,1,4,5.5,5,5,33,4,5.5,4.571428571,4.56,33,0,0,0.428571429,0.44,0
19100001,191000,1,1,55,4,2,7,1,1,4,0,5,5,32,4,1.25,2.19047619,2.68,31,0,-1.25,2.80952381,2.32,0.1
19110004,191100,4,1,51,5,1,6,1,1,4,0,5,5,30,4,1.25,1.857142857,2.6,30,0,-1.25,3.142857143,2.4,0
19120002,191200,2,2,84,2,3,2,2,2,0,0,1,1,30,0,0,1,1,30,0,0,0,0,0
19130003,191300,3,1,37,5,1,5,1,1,5,5.5,5,5,32,5,5.5,4.666666667,4.6,32,0,0,0.333333333,0.4,0
19170003,191700,3,1,55,5,2,6,1,2,9,3,3.428571429,4.36,31,7,2.75,4.80952381,4.76,34,2,0.25,-1.380952381,-0.4,-0.3
19170004,191700,4,2,52,5,2,6,1,2,8,2.75,4.714285714,4.96,38,5,2.75,4.857142857,4.88,38,3,0,-0.142857143,0.08,0
19170005,191700,5,1,24,5,1,1,2,2,9,3,4.857142857,5,35,5,3,5,5,35,4,0,-0.142857143,0,0
19200001,192000,1,1,66,3,2,6,1,2,8,3,2.333333333,2.92,33,7,2.25,3.142857143,2.8,34,1,0.75,-0.80952381,0.12,-0.1
19200002,192000,2,2,63,4,2,6,1,2,7,2.75,2.619047619,2.64,34,8,0,2.285714286,2.64,36,-1,2.75,0.333333333,0,-0.2
19200003,192000,3,1,39,5,1,6,1,2,9,3,4.857142857,5,36,6,3,5,5,36,3,0,-0.142857143,0,0
19200101,192001,1,1,37,5,2,8,1,2,8,3,5,5,39,6,3,5,5,35,2,0,0,0,0.4
19200102,192001,2,2,32,5,2,6,1,2,8,3,5,5,38,5,3.75,5,5,38,3,-0.75,0,0,0
