시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 성북구 석관동,410,410,0,래미안아트리치,59.98,202302,21,"72,000",13,2019,돌곶이로8길 22
서울특별시 강서구 염창동,309,309,0,e편한세상염창,84.9529,202302,18,"113,000",13,2019,공항대로 583
서울특별시 강동구 암사동,675,675,0,힐스테이트 강동 리버뷰,84.9979,202302,13,"115,900",13,2019,올림픽로91길 30
서울특별시 강동구 암사동,675,675,0,힐스테이트 강동 리버뷰,84.9979,202302,13,"115,900",13,2019,올림픽로91길 30
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.24,202301,28,"144,700",13,2019,고덕로 333
서울특별시 강동구 암사동,675,675,0,힐스테이트 강동 리버뷰,84.9921,202301,25,"114,000",13,2019,올림픽로91길 30
서울특별시 중랑구 상봉동,Apr-85,85,4,더클래스,28.25,202301,19,"27,000",13,2019,상봉로23길 33
서울특별시 영등포구 신길동,4955,4955,0,신길센트럴아이파크,84.98,202301,13,"110,000",13,2019,가마산로 426
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,78.84,202312,26,"143,000",14,2019,양재대로 1650
서울특별시 동대문구 답십리동,530-4,530,4,보광타워,24.27,202312,21,"24,450",14,2019,황물로 90
서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,84.8792,202312,16,"150,000",14,2019,통일로 230
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202312,15,"129,000",14,2019,고덕로 333
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202312,15,"120,000",14,2019,답십리로 141
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,59.751,202312,15,"135,000",14,2019,광성로 17
서울특별시 구로구 항동,236,236,0,항동중흥에스클래스베르데카운티,84.9416,202311,20,"84,000",14,2019,연동로 233
서울특별시 중랑구 상봉동,Apr-85,85,4,더클래스,27.16,202311,18,"26,500",14,2019,상봉로23길 33
서울특별시 성북구 석관동,410,410,0,래미안아트리치,59.98,202310,27,"79,000",14,2019,돌곶이로8길 22
서울특별시 동대문구 답십리동,530-4,530,4,보광타워,22.46,202310,21,"28,800",14,2019,황물로 90
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.028,202310,7,"135,300",14,2019,고덕로 333
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,102.85,202309,21,"173,000",14,2019,고덕로80길 99
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,49.66,202309,18,"100,000",14,2019,양재대로 1650
서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202309,16,"121,000",14,2019,통일로 230
서울특별시 동작구 흑석동,341,341,0,아크로리버하임,84.7536,202309,4,"228,000",14,2019,현충로 52
서울특별시 동작구 흑석동,341,341,0,아크로리버하임,84.7536,202309,4,"228,000",14,2019,현충로 52
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,59.983,202309,3,"136,000",14,2019,금호로 140
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202309,2,"125,000",14,2019,고덕로 333
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,84.63,202308,30,"160,500",14,2019,양재대로 1650
서울특별시 강북구 미아동,1369,1369,0,꿈의숲해링턴플레이스,84.88,202308,26,"89,000",14,2019,오현로 45
서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,84.8792,202308,26,"147,500",14,2019,통일로 230
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.566,202308,26,"144,000",14,2019,고덕로 333
서울특별시 서초구 서초동,1362-10,1362,10,서초노블레스아파트,28.85,202308,24,"50,500",14,2019,강남대로39길 15-11
서울특별시 동대문구 장안동,415-10,415,10,글로벌팰리스,27.14,202308,17,"29,000",14,2019,천호대로 385
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.932,202308,15,"164,000",14,2019,금호로 140
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.97,202308,10,"125,500",14,2019,답십리로 141
서울특별시 은평구 진관동,62,62,0,은평스카이뷰자이,84.3363,202308,6,"96,000",14,2019,통일로 1034
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.98,202308,5,"89,500",14,2019,통일로 630
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.99,202307,30,"89,500",14,2019,통일로 630
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.046,202307,29,"163,000",14,2019,고덕로 333
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,75.99,202307,23,"158,000",14,2019,올림픽로43길 34
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,84.99,202307,15,"160,000",14,2019,올림픽로43길 34
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.9,202307,14,"105,000",14,2019,통일로 610
서울특별시 구로구 항동,가-238,238,0,하버라인4단지,59.86,202307,8,"61,500",14,2019,항동로 72
서울특별시 동대문구 장안동,415-10,415,10,글로벌팰리스,22.59,202306,30,"28,000",14,2019,천호대로 385
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.046,202306,25,"162,500",14,2019,고덕로 333
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.9,202306,24,"95,000",14,2019,숭인로 50
서울특별시 동작구 흑석동,341,341,0,아크로리버하임,84.9184,202306,22,"225,000",14,2019,현충로 52
서울특별시 구로구 항동,가-238,238,0,하버라인4단지,59.86,202306,22,"59,000",14,2019,항동로 72
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,59.97,202306,7,"109,500",14,2019,고덕로80길 99
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,2,"118,000",14,2019,고덕로 333
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.046,202305,28,"159,000",14,2019,고덕로 333
서울특별시 동작구 흑석동,341,341,0,아크로리버하임,72.951,202305,22,"174,000",14,2019,현충로 52
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.91,202305,20,"85,000",14,2019,고덕로80길 99
서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202305,20,"208,000",14,2019,삼성로 11
서울특별시 동작구 흑석동,341,341,0,아크로리버하임,84.9184,202305,11,"198,000",14,2019,현충로 52
서울특별시 동대문구 장안동,587,587,0,동대문더퍼스트데시앙,59.9942,202305,10,"75,000",14,2019,장한로27가길 37
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.052,202305,5,"121,000",14,2019,고덕로 333
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,49.54,202305,5,"78,500",14,2019,답십리로56길 105
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202305,3,"120,000",14,2019,고덕로 333
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.98,202304,30,"85,000",14,2019,통일로 630
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,84.146,202304,29,"121,000",14,2019,상암로79길 88
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.028,202304,28,"124,000",14,2019,고덕로 333
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202304,19,"90,000",14,2019,답십리로56길 105
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.32,202304,18,"108,000",14,2019,양재대로 1650
서울특별시 용산구 효창동,287,287,0,용산롯데캐슬센터포레,59.9525,202304,17,"145,000",14,2019,백범로 313
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.9,202304,16,"105,000",14,2019,통일로 610
서울특별시 구로구 항동,242,242,0,하버라인3단지,59.86,202304,15,"64,000",14,2019,항동로 43
서울특별시 강서구 화곡동,998-5,998,5,강서크라운팰리스,20.11,202304,9,"24,900",14,2019,화곡로 305
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.938,202304,2,"83,500",14,2019,통일로 610
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.938,202303,27,"83,500",14,2019,통일로 610
서울특별시 송파구 오금동,135,135,0,송파두산위브,59.9823,202303,23,"85,500",14,2019,성내천로 103
서울특별시 관악구 봉천동,1730-1,1730,1,e편한세상서울대입구2단지,84.97,202303,16,"101,000",14,2019,청룡16길 43
서울특별시 강동구 암사동,675,675,0,힐스테이트 강동 리버뷰,84.9921,202303,14,"115,000",14,2019,올림픽로91길 30
서울특별시 은평구 진관동,62,62,0,은평스카이뷰자이,84.7488,202303,9,"92,000",14,2019,통일로 1034
서울특별시 성북구 석관동,410,410,0,래미안아트리치,59.96,202303,6,"75,000",14,2019,돌곶이로8길 22
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,59.981,202302,13,"93,000",14,2019,상암로79길 88
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.97,202302,1,"90,000",14,2019,숭인로 50
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,84.146,202301,9,"106,000",14,2019,상암로79길 88
서울특별시 서대문구 남가좌동,389,389,0,DMC에코자이,59.79,202301,7,"85,000",14,2019,거북골로 84
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202312,19,"113,500",15,2019,양재대로 1650
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,59.751,202311,18,"135,000",15,2019,광성로 17
서울특별시 동대문구 용두동,255-49,255,49,청계한양아이클래스,14.22,202310,22,"18,500",15,2019,청계천로 461
서울특별시 중랑구 면목동,1543,1543,0,한양수자인사가정파크,84.9862,202310,11,"109,500",15,2019,사가정로72길 26
서울특별시 동대문구 장안동,415-10,415,10,글로벌팰리스,27,202310,9,"29,850",15,2019,천호대로 385
서울특별시 동대문구 장안동,587,587,0,동대문더퍼스트데시앙,84.9771,202309,27,"103,000",15,2019,장한로27가길 37
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.982,202309,23,"164,000",15,2019,금호로 140
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,49.909,202309,22,"165,000",15,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,49.909,202309,22,"165,000",15,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,49.909,202309,22,"165,000",15,2019,선릉로 8
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.932,202309,13,"167,000",15,2019,금호로 140
서울특별시 영등포구 신길동,4955,4955,0,신길센트럴아이파크,84.98,202309,8,"131,800",15,2019,가마산로 426
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.98,202309,7,"90,000",15,2019,통일로 630
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.982,202309,5,"161,000",15,2019,금호로 140
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202309,4,"99,200",15,2019,답십리로56길 105
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,84.912,202309,1,"177,000",15,2019,광성로 17
서울특별시 서초구 잠원동,161,161,0,래미안신반포리오센트,133.37,202308,28,"408,000",15,2019,잠원로14길 32
서울특별시 서초구 잠원동,161,161,0,래미안신반포리오센트,133.37,202308,28,"408,000",15,2019,잠원로14길 32
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202308,16,"114,500",15,2019,양재대로 1650
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,84.31,202307,25,"100,000",15,2019,휘경로 60
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,116.134,202307,24,"181,000",15,2019,금호로 140
서울특별시 강동구 암사동,675,675,0,힐스테이트 강동 리버뷰,84.9979,202307,17,"123,500",15,2019,올림픽로91길 30
서울특별시 관악구 봉천동,1730,1730,0,e편한세상서울대입구1단지,84.97,202307,6,"110,000",15,2019,청룡10길 45
서울특별시 서대문구 남가좌동,389,389,0,DMC에코자이,84.978,202306,29,"112,000",15,2019,거북골로 84
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,59.97,202306,29,"139,000",15,2019,올림픽로43길 34
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,24,"123,000",15,2019,고덕로 333
서울특별시 구로구 항동,242,242,0,하버라인3단지,59.86,202306,14,"62,500",15,2019,항동로 43
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.244,202306,12,"160,000",15,2019,고덕로 333
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.244,202306,12,"160,000",15,2019,고덕로 333
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202306,11,"93,500",15,2019,답십리로56길 105
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.97,202306,11,"134,400",15,2019,고덕로80길 99
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.932,202306,10,"153,000",15,2019,금호로 140
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,59.39,202306,9,"84,000",15,2019,휘경로 60
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.938,202306,3,"87,000",15,2019,통일로 610
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.566,202306,3,"142,000",15,2019,고덕로 333
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202306,1,"116,000",15,2019,답십리로 141
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.24,202305,29,"153,000",15,2019,고덕로 333
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202305,27,"112,000",15,2019,답십리로 141
서울특별시 구로구 항동,241,241,0,한양수자인에듀힐즈,76.88,202305,25,"73,500",15,2019,항동로 42
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202305,20,"122,500",15,2019,고덕로 333
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,109.98,202305,20,"200,000",15,2019,올림픽로43길 34
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.938,202305,10,"87,000",15,2019,통일로 610
서울특별시 금천구 독산동,1007-13,1007,13,e편한세상독산더타워,84.9256,202305,9,"86,000",15,2019,범안로 1212
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,59.39,202305,5,"84,000",15,2019,휘경로 60
서울특별시 강동구 암사동,675,675,0,힐스테이트 강동 리버뷰,84.9921,202304,30,"125,000",15,2019,올림픽로91길 30
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202304,21,"110,000",15,2019,답십리로 141
서울특별시 강서구 염창동,309,309,0,e편한세상염창,84.9529,202304,14,"126,600",15,2019,공항대로 583
서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,84.3558,202304,14,"267,000",15,2019,삼성로 11
서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,59.6737,202304,10,"118,000",15,2019,통일로 230
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,84.146,202304,8,"115,000",15,2019,상암로79길 88
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202303,29,"89,000",15,2019,답십리로56길 105
서울특별시 관악구 봉천동,1730,1730,0,e편한세상서울대입구1단지,84.93,202303,11,"105,000",15,2019,청룡10길 45
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202303,10,"90,000",15,2019,답십리로 141
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,84.901,202303,4,"160,000",15,2019,광성로 17
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.028,202303,4,"109,000",15,2019,고덕로 333
서울특별시 성북구 장위동,08월 02일,8,2,석계역한일노벨리아시티,14.7145,202303,3,"11,000",15,2019,화랑로 299
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202302,24,"104,000",15,2019,양재대로 1650
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202302,17,"87,000",15,2019,답십리로56길 105
서울특별시 동대문구 답십리동,530-4,530,4,보광타워,14.69,202302,13,"13,900",15,2019,황물로 90
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.98,202301,28,"78,000",15,2019,통일로 630
서울특별시 구로구 항동,241,241,0,한양수자인에듀힐즈,76.88,202301,28,"80,000",15,2019,항동로 42
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.9,202301,27,"102,000",15,2019,통일로 610
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.873,202301,25,"124,000",15,2019,고덕로 333
서울특별시 성북구 석관동,410,410,0,래미안아트리치,59.96,202301,12,"71,500",15,2019,돌곶이로8길 22
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,74.99,202301,7,"108,000",15,2019,고덕로80길 99
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.97,202312,14,"98,000",16,2019,숭인로 50
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202311,21,"120,000",16,2019,고덕로 333
서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,84.391,202310,23,"135,000",16,2019,서강로3길 32
서울특별시 관악구 봉천동,1730-1,1730,1,e편한세상서울대입구2단지,84.93,202310,9,"115,000",16,2019,청룡16길 43
서울특별시 관악구 봉천동,1730,1730,0,e편한세상서울대입구1단지,84.93,202309,23,"120,000",16,2019,청룡10길 45
서울특별시 성북구 길음동,1287-1,1287,1,롯데캐슬골든힐스,73.9713,202309,23,"86,000",16,2019,서경로 60
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202309,23,"118,500",16,2019,답십리로 141
서울특별시 구로구 항동,236,236,0,항동중흥에스클래스베르데카운티,84.9416,202309,22,"85,000",16,2019,연동로 233
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,59.949,202309,21,"138,000",16,2019,금호로 140
서울특별시 영등포구 신길동,69-20,69,20,루나플라체,10.78,202309,20,"15,900",16,2019,영등포로 395
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,59.949,202309,16,"137,500",16,2019,금호로 140
서울특별시 구로구 항동,237,237,0,하버라인2단지,59.86,202309,15,"64,500",16,2019,연동로 234
서울특별시 구로구 항동,237,237,0,하버라인2단지,59.86,202309,15,"65,500",16,2019,연동로 234
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.98,202309,10,"94,250",16,2019,통일로 630
서울특별시 구로구 항동,241,241,0,한양수자인에듀힐즈,76.9519,202308,25,"82,000",16,2019,항동로 42
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,49.68,202308,10,"97,000",16,2019,양재대로 1650
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,74.88,202308,7,"126,500",16,2019,고덕로80길 99
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202308,6,"273,000",16,2019,선릉로 8
서울특별시 은평구 진관동,62,62,0,은평스카이뷰자이,84.7488,202308,4,"94,000",16,2019,통일로 1034
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.97,202308,3,"139,000",16,2019,고덕로80길 99
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,59.376,202307,28,"135,000",16,2019,광성로 17
서울특별시 은평구 진관동,62,62,0,은평스카이뷰자이,84.7488,202307,6,"93,000",16,2019,통일로 1034
서울특별시 서대문구 남가좌동,389,389,0,DMC에코자이,59.79,202306,26,"95,000",16,2019,거북골로 84
서울특별시 성북구 장위동,08월 02일,8,2,석계역한일노벨리아시티,15.2144,202306,24,"12,500",16,2019,화랑로 299
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.566,202306,17,"139,000",16,2019,고덕로 333
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,16,"122,500",16,2019,고덕로 333
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,59.981,202306,5,"103,000",16,2019,상암로79길 88
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.24,202306,5,"168,000",16,2019,고덕로 333
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,59.981,202305,30,"99,800",16,2019,상암로79길 88
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,59.376,202305,27,"134,500",16,2019,광성로 17
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,59.97,202305,26,"134,000",16,2019,올림픽로43길 34
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.932,202305,23,"151,000",16,2019,금호로 140
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.932,202305,23,"151,000",16,2019,금호로 140
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.97,202305,22,"129,700",16,2019,고덕로80길 99
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202305,16,"118,000",16,2019,고덕로 333
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202305,10,"247,000",16,2019,선릉로 8
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.32,202305,9,"108,500",16,2019,양재대로 1650
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202305,8,"190,000",16,2019,선릉로 8
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202305,8,"190,000",16,2019,선릉로 8
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.244,202304,22,"165,000",16,2019,고덕로 333
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.046,202304,21,"162,000",16,2019,고덕로 333
서울특별시 강서구 화곡동,998-5,998,5,강서크라운팰리스,29.85,202304,11,"30,000",16,2019,화곡로 305
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,59.39,202303,28,"84,500",16,2019,휘경로 60
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,84.923,202303,23,"100,500",16,2019,상암로79길 88
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.97,202303,22,"96,500",16,2019,숭인로 50
서울특별시 금천구 독산동,1007-13,1007,13,e편한세상독산더타워,59.8637,202303,18,"69,000",16,2019,범안로 1212
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,84.99,202303,16,"111,000",16,2019,답십리로 141
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202303,13,"106,000",16,2019,양재대로 1650
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.566,202303,4,"127,900",16,2019,고덕로 333
서울특별시 영등포구 신길동,4955,4955,0,신길센트럴아이파크,59.98,202302,21,"94,000",16,2019,가마산로 426
서울특별시 관악구 봉천동,1730-1,1730,1,e편한세상서울대입구2단지,84.98,202302,19,"97,000",16,2019,청룡16길 43
서울특별시 성북구 석관동,410,410,0,래미안아트리치,59.96,202302,10,"72,500",16,2019,돌곶이로8길 22
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.97,202301,30,"124,000",16,2019,고덕로80길 99
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.9,202301,28,"89,500",16,2019,숭인로 50
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.9,202301,28,"89,500",16,2019,숭인로 50
서울특별시 서대문구 남가좌동,389,389,0,DMC에코자이,59.79,202301,26,"83,500",16,2019,거북골로 84
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,84.923,202301,7,"111,000",16,2019,상암로79길 88
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202312,30,"129,000",17,2019,고덕로 333
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202312,30,"129,000",17,2019,고덕로 333
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202312,30,"129,000",17,2019,고덕로 333
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,84.98,202312,19,"135,000",17,2019,숭인로 50
서울특별시 마포구 망원동,521,521,0,마포한강아이파크,111.3958,202311,29,"182,000",17,2019,희우정로 77
서울특별시 성북구 석관동,410,410,0,래미안아트리치,84.98,202311,1,"102,000",17,2019,돌곶이로8길 22
서울특별시 서초구 방배동,866-10,866,10,방배마에스트로,35.53,202310,12,"86,500",17,2019,서초대로 13
서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.8732,202310,7,"220,000",17,2019,삼성로 11
서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202309,9,"218,000",17,2019,삼성로 11
서울특별시 동대문구 답십리동,1014,1014,0,답십리파크자이,59.91,202309,9,"98,000",17,2019,답십리로56길 105
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,99.919,202309,8,"340,000",17,2019,선릉로 8
서울특별시 관악구 봉천동,1730,1730,0,e편한세상서울대입구1단지,84.93,202309,8,"112,500",17,2019,청룡10길 45
서울특별시 성북구 길음동,1288,1288,0,래미안길음센터피스,59.97,202308,25,"95,000",17,2019,숭인로 50
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,51.9,202308,23,"126,000",17,2019,올림픽로43길 34
서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,84.795,202308,16,"138,000",17,2019,서강로3길 32
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202308,13,"133,500",17,2019,고덕로 333
서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,84.982,202307,22,"165,000",17,2019,금호로 140
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,84.146,202307,21,"128,000",17,2019,상암로79길 88
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,59.92,202307,16,"91,800",17,2019,통일로 630
서울특별시 성북구 장위동,08월 02일,8,2,석계역한일노벨리아시티,15.2144,202307,7,"12,500",17,2019,화랑로 299
서울특별시 송파구 풍납동,514,514,0,잠실올림픽공원아이파크,84.95,202307,6,"169,000",17,2019,올림픽로43길 34
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202307,5,"270,000",17,2019,선릉로 8
서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202306,27,"98,700",17,2019,답십리로 141
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,99.991,202306,26,"326,500",17,2019,선릉로 8
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.97,202306,21,"133,500",17,2019,고덕로80길 99
서울특별시 구로구 항동,236,236,0,항동중흥에스클래스베르데카운티,84.9416,202306,17,"87,000",17,2019,연동로 233
서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,84.91,202306,17,"137,500",17,2019,고덕로80길 99
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202306,7,"122,000",17,2019,고덕로 333
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202306,2,"110,000",17,2019,양재대로 1650
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,59.55,202305,30,"84,500",17,2019,휘경로 60
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.938,202305,26,"89,000",17,2019,통일로 610
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.938,202305,20,"87,300",17,2019,통일로 610
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,84.31,202305,17,"107,000",17,2019,휘경로 60
서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,59.981,202305,13,"104,000",17,2019,상암로79길 88
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.028,202305,6,"120,000",17,2019,고덕로 333
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202305,5,"269,500",17,2019,선릉로 8
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.24,202304,17,"157,000",17,2019,고덕로 333
서울특별시 동대문구 휘경동,372,372,0,휘경SK뷰,59.55,202304,17,"83,000",17,2019,휘경로 60
