pid,hid,p21age1,est_1,est_2,est_3,est_4,est_5,est_6,est_7,est_8,est_9,est_10,satis_1,satis_2,satis_3
17490002,174900,63,3,3,2,2,2,3,3,3,2,2,4,4,3
17490003,174900,38,3,3,2,2,2,3,3,2,2,2,5,6,6
17490004,174900,35,3,3,2,3,2,3,3,3,1,1,5,6,5
17500001,175000,71,3,3,3,3,2,3,3,3,2,2,5,6,6
17500002,175000,70,2,2,3,2,3,2,2,2,3,1,4,3,3
17510002,175100,66,2,1,2,2,3,2,2,1,2,2,4,4,4
17550001,175500,47,3,3,2,3,2,3,3,2,2,2,6,5,5
17550002,175500,49,4,3,3,3,3,2,3,3,2,2,6,5,5
17550003,175500,15,3,3,3,3,3,3,2,3,1,1,5,4,4
17570001,175700,60,3,3,2,3,2,2,2,3,3,3,3,6,4
17570002,175700,57,3,3,2,3,2,3,3,4,1,1,4,5,5
17570003,175700,27,3,3,1,3,1,1,3,4,1,1,4,4,4
17580001,175800,69,3,2,2,3,2,2,2,2,3,2,4,4,4
17580002,175800,68,2,3,3,2,2,2,3,4,3,3,5,5,5
17580003,175800,44,3,3,2,2,2,2,2,3,3,3,5,3,4
17580004,175800,42,2,2,3,3,2,2,3,3,2,2,6,5,5
17580005,175800,39,3,4,2,2,2,2,2,2,2,2,5,5,5
17610001,176100,56,3,3,1,4,2,3,2,3,1,1,5,6,5
17610002,176100,54,4,4,2,4,2,3,3,3,1,1,5,6,6
17610003,176100,32,4,3,1,4,1,4,4,1,1,1,6,6,6
17620001,176200,65,3,2,2,2,2,3,3,3,2,2,3,4,4
17620002,176200,34,2,3,3,3,2,2,3,3,3,3,5,6,6
17620003,176200,28,3,4,3,3,2,2,2,2,2,2,5,5,5
17630001,176300,70,3,3,2,2,4,3,2,2,3,3,5,5,5
17630002,176300,63,2,3,3,2,2,2,3,3,2,3,5,6,5
17630003,176300,34,3,3,4,3,2,2,3,4,3,3,5,4,5
17650001,176500,63,2,3,2,2,3,3,2,2,2,2,5,4,4
17650002,176500,58,2,2,1,3,3,4,3,3,3,3,5,6,5
17670001,176700,59,3,4,3,3,2,3,3,2,3,3,5,5,5
17670002,176700,58,3,3,2,3,3,3,3,2,3,3,4,4,4
17670003,176700,32,3,3,4,3,3,2,3,3,3,3,5,5,4
17670004,176700,27,3,4,3,3,2,3,3,3,4,3,5,6,5
17690001,176900,66,2,3,2,2,3,2,2,3,2,2,5,4,5
17690002,176900,63,3,2,3,3,3,2,3,2,2,3,5,5,5
17690003,176900,36,3,3,3,3,2,3,4,3,3,2,5,5,5
17690005,176900,31,3,3,2,2,3,2,2,3,2,2,5,5,5
17720001,177200,66,3,3,3,2,2,3,2,2,3,3,4,5,4
17720002,177200,62,2,2,3,3,3,2,4,2,3,3,5,5,5
17740001,177400,45,4,4,1,4,1,4,4,1,1,1,6,6,6
17740002,177400,45,4,3,1,4,1,4,4,1,1,1,6,6,6
17740003,177400,19,4,4,1,4,1,4,4,1,1,1,6,6,6
17740004,177400,15,4,3,1,4,1,4,4,1,1,1,7,7,7
17750001,177500,47,4,4,1,4,1,4,4,1,1,1,6,6,6
17750002,177500,46,4,4,1,4,1,4,4,1,1,1,6,6,6
17750003,177500,18,4,4,1,4,1,4,4,1,1,1,7,7,7
17750004,177500,17,4,4,1,4,1,4,4,1,1,1,7,6,7
17770001,177700,46,4,3,1,4,1,4,4,1,1,1,6,6,6
17770002,177700,46,4,4,1,4,1,4,4,1,1,1,7,6,6
17770003,177700,19,4,4,1,4,1,4,4,1,1,1,7,6,6
17770004,177700,15,4,3,1,4,1,4,4,1,1,1,7,6,6
17800001,178000,43,4,4,1,4,1,4,4,1,1,1,7,7,7
17800002,178000,42,4,4,1,4,1,4,4,1,1,1,7,6,6
17800003,178000,17,4,4,1,4,1,4,4,1,1,1,7,6,6
17810001,178100,46,4,4,1,4,1,4,4,1,1,1,6,7,6
17810002,178100,42,4,4,1,4,1,4,4,1,1,1,6,7,7
17810004,178100,80,2,3,1,2,1,4,3,1,2,1,5,7,6
17810005,178100,69,3,3,1,2,1,3,3,1,1,1,6,6,6
17860001,178600,43,3,3,1,2,1,3,3,2,1,1,6,6,6
17860002,178600,41,3,3,1,3,2,3,2,3,1,1,6,6,6
17860003,178600,14,3,3,1,3,3,3,3,2,1,1,6,6,6
17880001,178800,82,3,3,1,2,2,1,1,2,1,1,6,6,6
17880002,178800,77,3,3,1,2,2,3,3,2,1,1,6,6,6
17900001,179000,67,4,4,1,3,1,4,4,2,1,1,6,6,7
17900002,179000,62,4,4,2,4,2,4,4,2,1,1,6,6,6
17900004,179000,32,4,4,1,3,1,3,3,1,2,1,6,7,7
17900005,179000,28,3,3,1,4,2,4,4,1,2,1,6,5,5
17900006,179000,93,3,3,1,3,1,4,3,1,1,1,7,6,6
17900101,179001,42,4,4,1,3,2,4,4,1,1,1,7,7,7
17900102,179001,38,4,4,1,4,2,4,4,1,1,1,7,7,7
17950002,179500,34,3,4,1,3,1,3,3,3,1,1,6,6,6
17960002,179600,78,3,2,3,2,1,2,3,2,2,2,5,5,4
17990001,179900,80,2,1,2,2,2,2,2,2,2,2,4,4,4
18000002,180000,79,2,2,2,2,3,2,3,2,2,2,5,6,5
18020002,180200,79,3,4,2,2,2,3,3,3,2,2,5,6,5
18030001,180300,49,2,2,2,2,3,2,2,2,2,1,4,4,4
18030002,180300,45,2,1,2,2,2,2,2,3,3,2,3,4,4
18030003,180300,21,3,2,1,2,3,4,3,3,1,1,5,6,5
18030004,180300,18,2,2,1,2,1,3,3,2,1,2,5,5,5
18040001,180400,44,3,4,1,3,1,4,4,2,1,1,3,4,5
18040002,180400,45,3,3,1,3,4,4,3,4,1,1,4,4,5
18040003,180400,19,4,3,1,4,1,4,4,3,1,1,5,5,4
18040004,180400,17,4,4,2,4,2,3,3,2,2,2,5,4,4
18060001,180600,92,3,3,2,3,2,3,3,3,2,2,5,5,5
18060002,180600,67,3,3,2,3,1,3,3,2,1,1,5,4,5
18070001,180700,48,3,3,1,3,2,3,3,3,1,1,5,5,5
18070002,180700,47,3,3,1,3,2,3,3,2,1,1,5,5,5
18070003,180700,20,3,3,1,3,2,3,3,3,1,1,5,5,5
18080001,180800,58,4,3,1,4,1,4,4,4,1,1,7,7,7
18080002,180800,51,2,2,3,2,2,2,1,2,2,2,2,3,1
18080003,180800,30,4,4,1,4,1,4,4,4,1,1,7,7,5
18080004,180800,27,4,4,1,4,1,4,4,2,1,1,7,7,7
18080005,180800,25,3,1,1,3,3,1,1,4,1,3,6,6,4
18090001,180900,71,3,2,1,3,3,3,3,2,1,1,5,5,5
18090002,180900,68,3,2,1,3,3,3,3,2,1,1,5,5,5
18090003,180900,42,3,2,2,3,2,2,2,2,1,1,4,4,4
18100001,181000,47,3,2,1,3,2,2,2,2,1,1,6,5,5
18100002,181000,49,3,2,1,3,2,2,2,2,1,1,4,5,5
18100003,181000,20,3,3,1,3,2,3,3,2,1,1,5,5,5
18100004,181000,17,3,2,1,2,3,2,2,2,1,1,4,5,5
18110001,181100,60,3,3,1,3,2,2,3,2,1,1,5,5,5
18110002,181100,28,3,3,1,3,2,3,3,2,1,1,5,5,5
18110003,181100,25,3,3,1,3,3,3,3,2,1,1,5,5,5
18130002,181300,55,3,2,3,3,2,4,3,2,1,2,5,5,4
18160002,181600,56,3,4,2,3,2,4,3,3,2,2,6,5,5
18170002,181700,60,3,4,1,3,2,4,3,2,1,1,4,4,4
18180001,181800,39,3,4,3,4,3,4,3,3,1,2,5,5,4
18180002,181800,39,3,2,2,3,2,2,2,3,3,1,5,5,5
18200001,182000,66,3,4,1,4,1,4,4,3,1,1,5,4,5
18200002,182000,63,3,3,1,3,2,4,3,3,1,1,5,5,5
18200003,182000,39,4,4,1,3,4,4,3,3,1,1,6,6,6
18210001,182100,83,4,4,1,3,1,4,3,2,3,3,6,6,6
18210002,182100,54,2,3,2,2,2,3,3,2,2,2,4,5,4
18230001,182300,56,3,2,1,1,1,3,3,3,1,1,5,5,5
18240002,182400,46,3,3,2,4,2,3,4,2,2,2,5,6,5
18250001,182500,52,3,4,2,3,2,3,4,2,2,2,6,5,5
18250002,182500,43,3,4,2,3,2,3,4,2,1,1,5,6,5
18260002,182600,40,2,3,2,3,2,3,3,2,2,2,5,6,6
18280001,182800,64,3,4,2,3,2,3,3,2,2,2,5,6,5
18280002,182800,36,3,4,2,3,2,3,3,2,1,1,6,5,6
18290001,182900,46,3,4,2,3,2,3,4,2,2,2,5,6,6
18290002,182900,37,3,4,2,3,2,3,4,2,2,2,6,5,6
18300002,183000,70,3,4,2,3,2,3,4,2,1,2,5,5,6
18310001,183100,79,3,4,2,3,2,3,4,2,2,2,5,6,6
18320001,183200,57,3,3,2,3,2,3,3,2,2,2,5,6,6
18330001,183300,49,3,4,1,4,2,3,3,3,1,1,5,5,6
18330002,183300,44,3,3,1,3,2,3,4,1,1,1,5,5,5
18340001,183400,69,1,2,1,3,2,1,3,2,2,1,3,3,4
18340002,183400,64,2,2,3,2,1,3,2,1,1,1,3,5,5
18340003,183400,40,3,2,3,2,2,1,3,2,2,3,4,3,5
18360001,183600,47,2,3,1,2,2,2,2,2,1,1,6,6,5
18360002,183600,47,3,3,1,3,1,3,3,2,1,1,6,6,5
18360003,183600,20,3,3,1,3,2,3,3,3,1,1,6,6,5
18360004,183600,17,2,2,2,2,2,2,2,2,2,2,4,4,4
18360005,183600,45,3,3,1,3,1,3,3,2,1,1,6,6,5
18380002,183800,43,2,2,2,2,1,2,1,2,1,2,4,4,4
18390001,183900,66,3,3,1,3,1,3,3,3,1,1,3,3,4
18390002,183900,64,3,3,1,3,2,3,3,3,1,1,4,4,4
18400001,184000,48,3,3,2,3,2,3,3,3,2,2,6,6,5
18400002,184000,48,4,4,2,3,2,3,3,3,2,2,5,5,5
18400003,184000,20,4,4,2,4,2,4,4,3,2,2,6,6,6
18400004,184000,17,4,4,1,3,1,3,4,3,1,1,6,6,6
18410001,184100,78,3,3,2,3,1,3,3,3,2,2,5,5,5
18410002,184100,77,3,3,2,3,2,3,3,3,1,1,4,4,4
18420001,184200,47,3,4,1,4,2,4,4,3,1,1,5,6,5
18420002,184200,44,4,4,2,4,1,4,4,3,1,1,5,5,5
18420003,184200,16,3,3,1,4,4,3,4,3,1,1,5,5,5
18430001,184300,83,3,3,1,3,2,4,3,3,1,1,4,4,4
18440001,184400,43,4,4,1,3,1,4,4,3,1,1,5,5,5
18440002,184400,41,4,4,1,4,1,4,4,3,1,1,5,5,5
18460005,184600,39,3,3,1,3,2,4,4,3,1,1,5,5,5
18470001,184700,77,4,3,2,3,3,4,3,3,2,2,6,5,6
18470002,184700,72,3,4,3,3,2,3,3,4,3,3,6,5,6
18480001,184800,55,3,3,2,3,1,4,3,3,1,1,4,4,4
18480002,184800,30,4,3,1,4,1,4,4,4,1,1,5,5,5
18540001,185400,52,4,3,1,2,3,3,2,2,2,2,6,6,4
18540002,185400,45,4,3,1,3,3,2,3,3,2,1,7,6,5
18540003,185400,19,4,3,1,2,3,3,2,3,1,1,6,6,5
18610001,186100,60,3,4,2,3,2,3,4,2,1,1,5,6,6
18620001,186200,77,3,3,2,3,2,3,3,2,2,2,5,6,5
18620002,186200,74,3,3,2,3,2,3,3,2,2,2,5,5,6
18640001,186400,54,3,3,2,3,2,3,3,2,2,2,6,5,6
18640002,186400,51,3,3,2,3,2,3,3,2,2,2,6,5,6
18640003,186400,17,3,3,2,3,2,3,3,2,2,2,6,5,6
18660002,186600,82,4,4,2,3,2,3,3,1,1,1,6,5,5
18690001,186900,89,1,1,1,1,1,1,1,1,1,1,5,5,6
18700001,187000,72,3,3,2,3,2,3,3,2,2,2,5,6,5
18700002,187000,72,3,3,2,3,2,3,3,2,2,2,5,6,5
18700003,187000,41,3,4,2,4,2,3,4,2,2,1,6,5,6
18710001,187100,56,3,4,2,3,2,3,4,2,1,1,6,5,6
18710002,187100,54,3,4,2,3,2,3,3,2,1,1,6,5,6
18710003,187100,21,3,4,2,3,2,3,4,2,1,1,6,6,5
18710004,187100,19,3,4,2,3,2,4,3,2,1,1,6,5,6
18720001,187200,51,3,3,2,4,2,3,3,2,1,2,6,5,6
18720002,187200,50,3,3,4,2,2,2,3,2,2,1,6,5,6
18720003,187200,27,3,4,2,3,1,3,3,1,2,2,6,5,6
18720004,187200,22,3,4,2,3,2,3,3,2,2,2,6,5,6
18730001,187300,41,3,4,2,3,2,3,3,2,1,1,6,5,6
18740001,187400,90,3,3,2,3,2,3,3,2,2,2,5,5,6
18750001,187500,75,3,4,2,3,2,3,3,2,2,2,5,6,5
18750002,187500,73,3,3,2,3,2,3,3,2,2,2,5,6,5
18750003,187500,93,3,3,2,3,2,3,3,2,2,2,5,6,5
18750004,187500,45,3,4,2,3,2,3,4,2,2,1,5,6,5
18750005,187500,46,3,3,2,3,2,3,3,2,2,2,6,5,6
18760001,187600,84,3,3,2,3,2,3,3,2,2,2,5,6,5
18770002,187700,91,4,3,1,3,1,3,3,2,2,1,5,6,6
18780001,187800,81,3,3,2,3,2,3,3,2,2,2,6,6,5
18780002,187800,79,3,3,2,3,2,3,3,3,2,2,5,6,5
18820001,188200,55,3,2,3,2,2,3,4,3,2,3,5,6,5
18830001,188300,91,3,3,2,3,2,2,3,3,2,2,5,4,4
18830002,188300,89,3,3,1,2,2,3,4,3,2,2,5,5,4
18840001,188400,86,3,3,2,2,4,3,3,3,3,1,4,5,4
18840002,188400,79,4,4,1,3,2,3,3,3,2,1,6,6,5
18850001,188500,83,3,3,1,3,2,3,4,3,2,1,5,4,4
18850002,188500,78,3,2,1,2,3,4,3,2,2,1,6,6,5
18850003,188500,25,3,4,1,4,4,3,3,2,1,1,6,6,5
18850004,188500,54,4,3,2,3,3,4,3,3,2,1,6,5,6
18860001,188600,46,3,2,1,3,2,3,3,3,1,1,5,4,4
18860002,188600,43,3,3,1,3,3,3,3,2,1,1,4,4,5
18860003,188600,14,3,2,1,2,2,3,3,3,1,1,4,4,4
18870001,188700,51,3,2,2,3,2,2,3,3,1,1,4,4,4
18870002,188700,49,3,2,1,3,2,3,3,2,1,1,5,5,5
18870003,188700,20,3,3,1,3,2,3,3,2,1,1,4,5,5
18890001,188900,55,3,2,1,3,3,2,2,2,1,1,5,5,5
18890002,188900,54,3,2,1,3,3,3,3,2,1,1,5,5,5
18890003,188900,18,3,3,1,3,3,3,2,2,1,1,4,5,5
18920001,189200,47,3,2,1,3,2,3,3,3,1,1,4,5,5
18920002,189200,45,3,2,1,3,3,3,3,3,1,1,5,4,4
18920003,189200,13,3,3,1,2,3,3,3,3,1,1,5,5,5
18930001,189300,64,2,1,3,2,3,2,2,2,2,1,4,4,4
18930002,189300,64,3,1,1,3,3,2,2,2,1,1,3,4,4
18940001,189400,78,3,3,1,3,2,3,3,3,2,2,4,5,4
18940002,189400,72,3,3,1,3,2,3,3,2,2,3,5,5,5
18950001,189500,80,3,3,2,3,2,3,3,3,2,2,4,4,4
18950002,189500,77,3,3,2,3,2,3,3,2,2,2,5,5,5
18960002,189600,59,3,3,2,3,2,3,3,3,2,2,5,3,3
18970001,189700,62,3,3,2,3,2,3,3,3,2,2,5,5,4
18970002,189700,63,4,3,2,3,1,3,4,3,2,1,5,4,4
18980002,189800,79,3,3,2,3,3,3,3,3,2,2,4,4,4
18990001,189900,56,3,3,2,2,2,3,3,3,2,2,6,5,5
18990002,189900,54,3,3,2,2,2,3,3,3,2,2,6,5,5
19000001,190000,70,4,4,2,4,4,4,4,3,2,1,4,4,4
19000002,190000,68,3,3,2,3,3,3,3,3,2,2,5,5,5
19010001,190100,62,3,3,2,3,2,3,3,3,2,2,5,5,4
19010003,190100,61,3,3,2,3,2,3,3,3,2,2,6,6,5
19010004,190100,27,4,3,2,3,2,3,3,2,3,3,6,6,6
19010005,190100,27,3,3,2,3,2,2,3,3,3,2,5,6,5
19020002,190200,49,3,3,2,3,2,3,3,3,2,2,5,5,5
19030001,190300,63,3,3,2,2,2,3,3,3,2,2,4,4,4
19030002,190300,59,3,3,2,2,2,3,3,3,2,2,6,5,5
19050001,190500,74,3,3,2,3,2,3,3,2,1,1,5,6,5
19060001,190600,47,3,4,2,3,2,3,4,2,1,1,6,5,6
19060002,190600,46,3,4,2,3,2,3,4,2,2,1,6,5,6
19070001,190700,51,3,4,2,3,2,3,4,2,2,1,6,5,6
19070002,190700,44,3,3,2,4,2,3,3,2,2,1,6,5,5
19070003,190700,17,3,4,2,4,2,3,4,2,2,2,6,5,6
19080001,190800,54,3,3,2,4,2,3,3,2,1,1,6,5,5
19080002,190800,53,3,3,2,4,2,3,3,2,1,1,5,6,6
19090001,190900,45,3,3,2,4,2,3,3,2,2,2,6,5,6
19090002,190900,44,3,3,2,3,2,3,4,2,1,1,6,5,6
19100001,191000,55,3,4,2,3,2,3,4,2,2,2,6,5,6
19110004,191100,51,3,4,2,3,3,3,3,2,2,2,6,5,6
19120002,191200,84,3,3,2,3,2,3,3,2,2,2,5,6,5
19130003,191300,37,3,4,2,3,2,3,4,2,2,2,6,5,6
19170003,191700,55,4,3,2,3,3,3,2,2,1,1,4,4,4
19170004,191700,52,4,4,1,4,1,4,2,1,1,1,5,4,4
19170005,191700,24,3,4,1,4,1,4,2,3,1,1,4,5,5
19200001,192000,66,3,3,2,4,2,3,3,2,1,1,5,4,5
19200002,192000,63,3,4,2,3,1,3,3,2,1,1,5,5,4
19200003,192000,39,4,4,1,4,1,4,3,3,2,1,4,5,5
19200101,192001,37,4,4,1,4,1,4,4,2,1,1,6,6,5
19200102,192001,32,4,4,1,4,1,4,3,2,1,1,6,6,6
19230001,192300,39,4,4,1,4,2,4,4,1,1,1,6,5,5
19230002,192300,40,4,4,1,4,1,4,3,2,1,1,6,5,5
19250001,192500,78,3,2,3,2,2,3,3,2,3,3,6,6,5
19280001,192800,75,3,3,1,1,2,3,2,4,2,1,5,5,6
19280002,192800,43,2,2,2,2,3,1,1,3,3,1,5,5,5
19280003,192800,42,3,3,2,2,2,3,1,3,2,2,4,5,4
19300001,193000,68,3,3,1,2,2,2,2,3,1,1,5,4,4
19300002,193000,65,3,2,1,2,2,2,2,3,2,2,5,5,5
19300003,193000,34,3,3,2,3,2,3,3,3,1,2,6,6,5
19300004,193000,33,3,3,1,3,2,2,3,3,1,1,5,6,6
19310001,193100,66,2,3,1,2,2,2,2,3,1,1,5,4,5
19310002,193100,65,2,2,1,2,3,1,1,3,2,1,5,4,4
19310003,193100,35,3,3,1,3,1,2,2,3,1,1,6,6,4
19320001,193200,94,3,2,3,1,2,3,3,3,1,2,4,5,4
19320002,193200,68,3,3,1,2,2,2,3,3,1,1,5,5,4
19340001,193400,62,3,3,2,3,2,3,3,3,1,1,5,6,5
19340003,193400,27,3,4,2,4,2,3,3,2,1,1,4,4,4
19350001,193500,73,3,3,1,2,3,3,3,2,1,1,5,4,4
19370001,193700,67,4,3,2,4,2,3,3,2,1,1,5,4,3
19370002,193700,68,3,2,1,3,3,3,3,3,2,2,5,4,4
19380001,193800,66,3,4,1,3,2,3,3,2,1,1,6,5,5
19380002,193800,65,3,3,1,3,2,4,3,3,2,1,3,5,5
19380101,193801,35,4,3,1,4,1,3,3,2,1,1,6,5,4
19380102,193801,35,4,4,2,4,2,4,3,1,1,1,5,5,5
19400001,194000,79,3,3,3,2,3,3,2,2,2,2,2,3,3
19430001,194300,78,3,2,1,3,2,3,2,2,2,3,1,4,4
19440001,194400,46,4,4,1,4,1,4,4,3,1,1,6,6,5
19440002,194400,45,3,3,1,3,1,3,3,3,1,1,5,5,5
19440003,194400,17,3,3,1,2,1,3,2,2,2,1,3,3,4
19440004,194400,13,3,3,1,4,1,4,3,3,1,1,4,6,6
19470001,194700,54,3,3,1,3,1,3,3,3,1,1,6,4,4
19470002,194700,43,3,3,2,3,2,3,3,3,1,1,6,6,6
19470003,194700,19,2,2,2,2,2,2,2,2,2,2,5,5,5
19470004,194700,17,3,3,2,3,3,3,3,3,2,2,4,4,4
19500001,195000,80,3,3,1,3,3,3,3,3,1,1,4,3,4
19500002,195000,79,4,3,1,4,2,3,4,3,1,1,4,4,4
19570001,195700,57,2,3,1,3,1,3,3,3,1,1,5,6,5
19570002,195700,53,2,2,2,1,3,2,2,2,1,1,5,5,5
19570003,195700,26,3,2,1,3,1,3,3,3,1,1,5,6,5
19570004,195700,24,2,2,1,3,1,2,3,2,1,1,5,4,4
19630001,196300,48,3,3,1,4,1,3,3,3,1,1,6,5,6
19630002,196300,46,3,2,1,3,2,3,3,3,1,1,6,6,5
19630003,196300,21,3,3,1,2,2,3,2,3,1,1,5,5,4
19630004,196300,20,2,2,2,3,2,2,1,3,2,2,5,5,4
19650001,196500,53,3,4,3,3,2,2,3,3,3,3,6,6,5
19650002,196500,46,3,3,2,2,2,3,3,3,3,3,5,5,5
19650003,196500,17,3,3,2,3,2,3,3,3,2,2,5,5,5
19660001,196600,48,3,3,4,3,3,4,4,3,3,3,4,4,4
19660002,196600,46,3,3,4,3,3,2,3,3,3,3,5,5,4
19660003,196600,20,3,3,2,3,2,2,3,3,2,2,5,5,5
19660004,196600,15,3,4,3,3,3,4,4,3,3,3,4,5,5
19670001,196700,53,3,3,2,3,2,3,3,3,2,2,3,4,4
19670002,196700,46,3,3,2,3,3,4,3,2,1,1,5,5,4
19670003,196700,20,3,3,1,3,2,3,3,3,1,2,5,5,5
19670004,196700,19,3,3,4,4,2,3,3,3,3,3,5,5,5
19690001,196900,51,3,3,1,4,2,3,3,2,2,1,5,5,5
19690002,196900,51,3,3,1,2,2,2,1,2,2,2,5,5,5
19690003,196900,24,3,3,1,1,2,2,3,2,1,1,5,5,5
19710001,197100,71,3,3,2,2,1,1,2,2,2,2,5,5,5
19710002,197100,67,3,3,4,3,2,2,3,3,3,3,4,4,4
19710003,197100,45,3,3,2,2,2,3,3,2,2,2,5,5,5
19710004,197100,39,3,2,2,3,2,3,3,3,2,2,5,5,5
19720001,197200,79,3,3,2,4,2,3,3,3,2,2,5,5,5
19720003,197200,50,3,3,4,3,2,3,3,3,2,2,5,5,5
19730001,197300,55,3,3,4,4,3,3,2,3,3,3,5,5,5
19730002,197300,49,3,2,2,3,1,3,3,3,1,2,5,5,4
19730003,197300,24,3,3,2,3,2,4,3,3,3,3,4,4,4
19740001,197400,51,2,3,3,2,2,2,2,2,3,2,5,5,5
19740002,197400,48,2,3,3,2,2,3,2,3,3,2,4,4,5
19740003,197400,22,3,2,2,3,3,2,2,3,2,2,4,5,5
19740004,197400,19,2,2,3,3,2,2,2,3,2,2,5,5,5
19750001,197500,63,2,3,2,2,1,3,3,2,2,2,4,4,4
19750002,197500,58,3,3,1,3,2,3,3,2,1,2,4,4,4
19750003,197500,33,3,4,1,4,2,3,3,2,1,1,5,6,6
19750004,197500,23,3,4,1,3,2,3,3,2,1,2,6,6,6
19780001,197800,58,3,4,1,3,2,3,3,2,1,2,5,5,4
19780002,197800,57,3,3,1,3,2,3,3,3,2,1,5,6,5
19780003,197800,24,3,3,1,4,3,3,3,2,1,2,5,5,5
19800001,198000,44,3,3,2,3,1,3,3,2,1,1,5,6,5
19800002,198000,41,3,3,1,4,2,3,3,1,1,2,4,5,4
19800003,198000,15,3,3,1,3,2,3,3,2,1,2,5,5,5
19800004,198000,13,3,3,1,3,2,3,3,2,2,2,5,6,5
19820001,198200,61,3,3,2,2,3,3,2,3,3,3,5,5,4
19820002,198200,57,3,2,2,3,3,2,3,3,3,2,5,4,5
19820003,198200,29,2,3,3,2,3,3,3,2,2,2,5,6,6
19820004,198200,27,3,3,1,3,1,3,3,2,2,3,4,5,4
19830001,198300,88,2,2,2,2,3,2,2,2,1,2,6,6,6
19840001,198400,54,3,2,1,3,2,3,3,2,1,1,5,4,4
19840002,198400,49,3,2,1,3,2,3,3,2,1,1,4,5,4
19840003,198400,17,3,2,1,2,3,2,2,3,1,1,5,5,5
19890001,198900,66,3,3,2,3,2,3,3,3,1,1,4,4,4
19890002,198900,64,3,3,2,3,3,3,3,3,2,2,4,4,4
19900002,199000,83,3,3,3,1,3,3,3,2,2,2,3,3,3
19930001,199300,80,4,3,2,3,2,3,3,3,1,1,5,5,5
19930002,199300,79,3,4,2,2,2,3,3,3,1,1,5,5,5
19940002,199400,61,3,3,2,2,2,3,3,3,2,2,3,3,3
19960001,199600,73,3,3,2,2,1,3,3,3,1,1,5,5,4
19960002,199600,68,2,3,1,1,2,2,3,3,2,2,4,5,4
19970001,199700,70,3,2,1,2,3,3,3,3,1,1,4,4,5
19970002,199700,68,2,2,1,1,3,2,2,3,1,1,5,5,5
19970003,199700,43,2,2,2,2,3,2,2,3,2,2,4,4,4
19990001,199900,61,2,2,1,1,3,2,2,3,2,2,5,5,4
19990002,199900,56,2,2,2,1,3,2,2,1,2,2,5,5,4
20000001,200000,67,2,3,1,3,2,3,3,3,1,1,4,4,5
20000002,200000,63,2,2,1,1,3,2,2,3,1,1,4,5,5
20010001,200100,53,2,1,2,1,4,1,1,3,3,3,5,5,4
20020002,200200,72,2,3,2,2,2,3,2,2,2,2,4,4,4
20030002,200300,80,3,3,1,3,1,3,3,3,2,2,4,4,4
20060001,200600,62,3,3,1,4,1,4,3,3,1,1,5,5,5
20060002,200600,61,3,3,2,3,2,3,3,2,2,1,4,3,4
20070001,200700,49,3,2,1,3,1,3,3,3,1,1,4,4,4
20070002,200700,50,3,3,1,3,1,4,3,3,1,1,5,5,5
20070003,200700,23,3,2,1,3,1,3,3,3,1,1,4,4,4
20070004,200700,21,3,3,2,2,3,2,2,3,3,3,5,5,5
20070005,200700,16,3,4,3,3,3,2,4,3,3,3,5,5,5
20090003,200900,36,4,4,1,3,1,4,4,1,1,1,5,6,5
20100001,201000,58,3,2,1,2,2,3,3,2,2,2,4,4,3
20100002,201000,55,3,3,1,3,2,3,3,2,2,2,5,5,5
20100003,201000,29,3,2,3,2,2,3,2,2,2,2,5,5,4
20110001,201100,77,3,3,1,3,1,3,3,3,2,2,4,5,3
20110002,201100,27,2,3,1,3,1,3,3,3,1,1,4,5,4
20130001,201300,86,2,2,2,2,3,3,2,2,2,1,3,4,3
20140001,201400,81,3,3,1,4,1,3,3,4,1,1,5,6,5
20140002,201400,45,3,3,2,3,2,3,2,4,1,1,4,6,5
20160001,201600,75,3,3,2,4,3,4,3,3,1,1,4,4,4
20170001,201700,71,3,3,2,3,1,3,3,3,1,1,4,4,4
20170003,201700,41,3,4,2,3,1,4,3,3,1,1,6,6,6
20180001,201800,43,4,3,1,4,2,4,4,3,1,1,5,6,5
20180002,201800,41,4,4,1,3,1,3,4,3,2,1,5,5,4
20180003,201800,14,3,3,1,3,1,4,4,3,1,1,4,4,4
20190002,201900,72,2,2,3,2,3,2,2,3,2,1,4,4,3
20200003,202000,51,4,3,1,4,1,4,4,3,1,1,5,5,5
20210001,202100,61,3,3,2,3,2,3,3,2,1,1,4,4,4
20220001,202200,71,3,3,2,3,3,3,3,3,1,1,4,4,5
20230002,202300,48,3,3,1,4,2,4,3,3,2,2,4,4,4
20240001,202400,72,3,3,1,3,2,3,3,3,1,1,4,4,4
20240002,202400,70,3,3,2,3,2,3,3,3,1,1,4,4,4
20250001,202500,53,3,3,2,3,2,3,3,4,1,1,5,5,5
20250002,202500,74,3,3,1,3,2,3,3,3,2,1,4,4,4
20250003,202500,54,3,3,2,3,2,3,3,4,1,1,5,5,5
20270001,202700,58,4,4,2,3,4,4,3,3,2,2,6,6,6
20270002,202700,56,4,3,2,3,3,3,4,3,3,2,6,6,6
20270003,202700,19,4,4,3,4,4,4,3,3,4,3,6,6,6
20280001,202800,59,3,4,3,3,3,2,3,3,4,3,6,6,6
20280002,202800,56,3,4,4,3,3,3,4,3,3,3,6,6,6
20280003,202800,30,4,4,4,3,3,4,4,4,3,3,6,6,6
20290001,202900,46,4,4,1,3,1,4,4,3,1,1,6,6,6
