pid,hid,housenum,p15wt,p15wt2,KMPS10,KMPS11,KMPS19,p10ans,p11ans,p12ans,p13ans,p14ans,p15ans,p16ans,p17ans,p18ans,p19ans,p20ans,p15rep,p15housenum,p15area,p15area_siz,p15hhldsiz,p15fly_typ,p15houstyp,p15rel,p15gender,p15byear,p15age,p15age1,p15school,p15school1,p15school2,p15school4,p15school6,p15school8,p15school9,p15school10,p15school12,p15school13,p15school14,p15school16,p15school17,p15mar,p15income1,p15income,p15job1,p15job2,p15job3,p15job4,p15relig1,p15relig2,p15relig3,p15a01001,p15a01002,p15a02001,p15a03001,p15a04001,p15a03002,p15a03003,p15a03004,p15a03005,p15a03006,p15a03007,p15a03008,p15a03009,p15a03010,p15a03016,p15a03017,p15a03018,p15a03019,p15a03020,p15a03021,p15a03022,p15a03023,p15c01001,p15c01002,p15c01003,p15c01004,p15c02001,p15c02002,p15c03001,p15c03002,p15c08001,p15c05011,p15c05012,p15c05013,p15c05014,p15c05001,p15c05002,p15c05003,p15c05004,p15c05005,p15c05006,p15c05007,p15c05008,p15c05009,p15c05010,p15c05015,p15c05016,p15c05017,p15c06006,p15c06007,p15c06008,p15c06012,p15c06009,p15c06013,p15c06010,p15c06011,p15c07001,p15c07002,p15c07003,p15c07004,p15c07005,p15c07006,p15c07007,p15c07008,p15d01001,p15d01002,p15d01003,p15d02001,p15d02002,p15d02003,p15d06002,p15d06003,p15d06011,p15d06004,p15d06005,p15d06006,p15d06012,p15d06013,p15d06007,p15d06008,p15d06009,p15d06010,p15d08001,p15d22001,p15d10001,p15d11001,p15d12001,p15d08002,p15d08004,p15d13001,p15d13010,p15d14001,p15d14002,p15d14003,p15d14004,p15d14005,p15d14006,p15d14007,p15d14008,p15d14009,p15d14010,p15d14011,p15d14012,p15d14013,p15d14014,p15d23001,p15d23002,p15d23007,p15d23003,p15d23004,p15d23005,p15d23006,p15h01001,p15h01002,p15h01003,p15h01004,p15h01005,p15h01006,p15h01007,p15h01008,p15h01009,p15h01010,p15h01011,p15h01012,p15h01013,p15h01014,p15h01015,p15h01016,p15h01017,p15h01018,p15h01019,p15h01020,p15h01021,p15h01022,p15h01023,p15h01024,p15h01025
59800003,598000,3,0.544074485,1.093722254, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,13,1,3,3,2,3,1,1998,2,17,4,3,1, , ,2,1,5, , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,49,2013, ,4, ,22, , , ,46,5,11,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,1,1,2,1,2,1,5,2,3,1,20,5,0,1, , ,10,11,2,6,13,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,3,3,2,3,3,3,3,2,1,1,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2
59800004,598000,4,0.544074485,1.005601193, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,2,3,1,2001,2,14,3,2,1, ,2, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,7,2011, ,1, ,1, , , ,44,5,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,15,4,0,1, , ,3,11,1,6,4,13,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,3,3,3,2,1,1,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2
59800005,598000,5,0.620822896, , ,1, ,0,0,0,0,1,1,1,1,1,1,1,0,5,13,1,3,3,2,3,2,2008,1,7,2,1,1,1, , , , , , , , , ,1,1,1,2, , ,1,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,2,1,0,1,0,1, , , , , ,4,5,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , 
59810001,598100,1,0.274507494, , ,1, ,0,1,0,0,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1969,5,46,4,3,5, , , , , , , , , , ,2,9,6,1,1,23, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,3,2013, ,4, ,1, , , ,65,7,19,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,24,5,0,1, , ,9,11,17,1,10,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,2,1,3,1,2,3,3,1,1,3,2,3,1,3,4,4,4,3,2,3,3,3,2,2
59810002,598100,2,0.219235173, , ,1, ,0,1,0,0,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1972,5,43,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,50,2013, ,4, ,10, , , ,49,5,16,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,24,5,0,1, , ,6,11,9,4,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,1,2,4,5,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,3,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,3,2,2,2,3,1,2,2,1
59810003,598100,3,0.248681306, , ,1, ,0,1,0,0,1,1,0,0,0,0,0,0,3,13,1,3,3,2,3,1,1996,2,19,5,4,1, , , , , ,1,2,4, , ,1,1,1,2, , ,1,1,2, ,1,1,0,1,0,1, ,1, ,2, ,2, ,24,2011, ,3, ,1, , , ,39,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,17,16,3,13,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,1,3,3,2,1,2,2,3,3,3,3,1,3,3,3,2
59810004,598100,4,0.248681306, , ,1, ,0,1,0,0,1,1,0,0,0,0,0,0,4,13,1,3,3,2,3,1,1997,2,18,4,3,1, , ,3,1,1, , , , , ,1,1,1,2, , ,1,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,55,2013, ,4, ,3, , , ,39,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,17,16,11,4,2,12,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,1,4,1,3,3,3,1,1,3,2,3,2,2,3,3,3,3,3,2,3,4,4,4
59830001,598300,1,0.681599112,0.835619258, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1967,5,48,5,4,5, , , , , , , , , , ,2,8,6,1,1,85, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,28,2014, ,4, ,6, , , ,87,9,31,4,1, ,1,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,19,4,1,10,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,4,1,2,3,2,1,1,2,2,1,3,2,2,2,2,2,2,3,2,2,3,3
59830002,598300,2,0.54435854,0.615281149, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1972,5,43,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,1, ,1, ,2, ,3, ,55,2012, ,4, ,9, , , ,37,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,36,8,0,1, , ,11,9,6,6,15,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2, , ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,3,5,3,2,1,3,3,3,3,1,1,2,2,2,3,1,2,2,1,2,1,3,3,2,2,2,2
59830003,598300,3,0.617472968,1.151738525, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,13,1,3,3,2,3,1,1998,2,17,4,3,1, , ,2,1,2, , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,2, ,38,2013, ,4, ,10, , , ,4,1,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,16,17,11,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,1,1,3,2,3,1,3,3,3,3,3,1,1,3,3,4,3
59830004,598300,4,0.617472968,1.147600738, ,1, ,0,1,1,1,1,1,0,0,0,0,0,0,4,13,1,3,3,2,3,1,1997,2,18,4,3,1, , ,3,1,1, , , , , ,1,1,1,2, , ,1,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,49,2013, ,4, ,10, , , ,42,5,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,16,17,11,13,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,3,1,1,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2
59840001,598400,1,0.65025379,1.34545822, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1966,5,49,5,4,5, , , , , , , , , , ,2,8,6,1,1,83, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,15,2012, ,4, ,1, , , ,91,10,0,1,1, ,1,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,11,17,1,10,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,4,1,4,4,3,1,1,3,2,3,2,3,3,3,3,3,2,1,3,3,3,2
59840002,598400,2,0.519324626,1.007139256, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1966,5,49,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,32,4,8,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,13,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
59850001,598500,1,0.64467565,0.822128442, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1966,5,49,5,4,5, , , , , , , , , , ,2,9,6,1,1,22, ,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,13,2012, ,4, ,1, , , ,11,2,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,11,17,1,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,1,3,3,3,1,1,4,2,3,1,3,4,4,4,4,3,1,3,4,4,4
59850002,598500,2,0.514869649,0.627754048, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1968,5,47,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,1,2012, ,4, ,1, , , ,38,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,6,2,3,1,10,3,19,11,9,6,15,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,3,3,1,2,2,2,2,2,1,1,2,3,2,1,3,2,2,2,2,2,3,2,2,1,1
59850003,598500,3,0.584023336,1.149248745, ,1, ,0,1,1,1,1,1,0,0,0,0,0,0,3,13,1,3,3,2,3,1,1996,2,19,4,3,5, , , , , , , , , , ,1,1,1,2, , ,4,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,32,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2
59850004,598500,4,0.547188859,0.947951142, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,2,3,2,1999,2,16,4,3,1, , ,1,9999,9999, , , , , ,1,1,1,2, , ,1,1,2, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,31,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,2,1,2,1,0,1, , , , , ,5,13,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,3,3,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,4,3,2,1,3,1,3,3,3,1,1,2,2,2,3,2,2,3,2,2,2,1,2,2,1,1
59860001,598600,1,0.858697775,1.351561005, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1969,5,46,5,4,5, , , , , , , , , , ,2,9,6,1,1,85, ,1,2, ,1,1,0,1,0,1, ,1, ,2, ,3, ,65,2012, ,3, ,9, , , ,100,11,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,11,17,1,10,13,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,3,3,1,4,1,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
59860002,598600,2,0.685798234,1.010767822, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1969,5,46,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,39,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,8,15,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,2,2,1,3,1,3,3,2,1,1,2,2,2,3,2,2,3,2,2,2,1,1,2,1,1
59870001,598700,1,0.663248934,0.839666359, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1969,5,46,4,3,5, , , , , , , , , , ,2,8,6,1,1,86, ,1,3, ,1,1,0,1,0,3, ,1, ,2, ,1, ,5,2015, ,4, ,4, , , ,75,8,9,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,19,9,1,2,10,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,3,3,1,4,1,3,3,3,1,1,1,3,1,3,2,2,2,2,2,3,3,3,2,2,2
59870002,598700,2,0.529703187,0.629320609, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1971,5,44,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,49,2014, ,3, ,11, , , ,39,4,10,2,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,19,9,6,15,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,5,1,2,3,3,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,5,2,3,2,3,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2,2
59870003,598700,3,0.60084921,1.147600738, ,1, ,0,1,1,1,1,1,1,0,0,0,0,0,3,13,1,3,3,2,3,1,1997,2,18,4,3,1, , ,3,1,2, , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,1, ,1, ,2, ,2, ,37,2011, ,3, ,9, , , ,34,4,8,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,16,11,19,4,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,3,2,1,3,2,2,2,2,1,2,2,1,1,2,2,2,3,3,3,2,1,2,2,1,1
59870004,598700,4,0.60084921,1.032687097, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,2,3,1,2001,2,14,3,2,1, ,2, , , , , , , , ,1,1,1,2, , ,1,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,5,2,40,9,0,1, , , , , ,13,9,10,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,1,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,3,4,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,3,2,1,1,1
59880001,598800,1,0.511792283,0.821888503, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,2,1,1,1966,5,49,5,4,5, , , , , , , , , , ,2,9,6,1,1,86, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,13,2012, ,3, ,5, , , ,105,11,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,9,19,1,6,10,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,3,2,3,3,3,1,1,3,2,3,2,2,2,4,3,2,2,2,2,3,1,2
59880002,598800,2,0.408742463,0.628966115, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,2,2,2,1968,5,47,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,3, ,51,2014, ,4, ,11, , , ,55,6,15,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,9,19,6,15,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2, , ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,1,2,2,2,3,2,1,1,2,3,1,2,2,2,2,1,2,2,2,2,1,1,2
59880004,598800,4,0.463641889,1.03435461, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,2,3,1,1999,2,16,4,3,1, , ,1,1,1, , , , , ,1,1,1,2, , ,1,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,5,2,50,11,0,1, , , , , ,13,9,10,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,1,2,5,4,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,3,3,1,3,1,3,2,3,1,1,2,3,2,2,2,2,3,3,3,2,1,3,3,2,1
59890002,598900,2,0.381787917,1.040522481, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,5,2,2,2,1961,6,54,4,3,5, , , , , , , , , , ,2,2,2,2, , ,2,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,7,2012, ,4, ,1, , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,10,18,8,1,6,12,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,2,2,3,3,2,3,3,4,4,3,3,2,2,2,3,2,2,3,4,3,3,3,3,2,3,3,3
59900001,599000,1,1.048925369,1.479265393, ,1, ,0,1,1,1,1,1,1,1,1,1,0,0,1,13,1,2,2,2,1,1,1953,7,62,5,4,5, , , , , , , , , , ,2,6,5,2, , ,4,2, , ,1,1,0,1,0,1, ,1, ,2, ,2, ,26,2011, ,4, ,23, , , ,67,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,11,19,1,8,10,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,3,2,1,3,1,3,3,3,1,1,4,1,3,1,3,3,3,3,3,3,1,3,4,3,2
59900002,599000,2,0.876825234,1.126625436, ,1, ,0,1,1,1,1,1,1,1,1,1,0,0,2,13,1,2,2,2,2,2,1957,6,58,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,38,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,3,3,1,2,2,2,3,2,1,2,2,3,1,3,2,1,1,1,2,2,2,2,2,1,2
59910001,599100,1,0.631701887,0.874355954, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,2,2,1,1,1,1938,8,77,2,1,5, , , , , , , , , , ,2,5,4,1,1,92, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,30,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,1,3,2,3,3,2,1,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2
59910002,599100,2,0.616092422,0.852450357, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,2,2,1,2,2,1947,7,68,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,1,1,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2
59920001,599200,1,0.625846124,0.865515681, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,2,2,1,1,1,1941,8,74,2,1,5, , , , , , , , , , ,2,3,3,1,1,93, ,2, , ,1,1,0,1,0,1, ,1, ,2, ,1, ,7,2013, ,4, ,15, , , ,34,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,18,19, ,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
59920002,599200,2,0.610381357,0.845283448, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,2,2,1,2,2,1947,7,68,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,20,3,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,2,3,3,3,2,1,1,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2
59930001,599300,1,1.595673889,1.841106532, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,1,1956,6,59,2,1,5, , , , , , , , , , ,2,6,5,1,1,91, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,30,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,3,2,3,3,2,1,1,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2
59930002,599300,2,1.369126673,1.416010867, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,1,2,2,1951,7,64,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,14,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,3,2,3,2,2,1,1,2,2,2,1,3,2,3,3,2,3,2,2,2,2,2
